Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	MSI level	Comment	Mannually modified	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	190715_Blk_KM1906U14-Blk_C	190715_Poo_TruePooFK180310_Full1	190715_Poo_TruePooFK180310_Full2	190715_Poo_TruePooFK180310_Full3
1039	0.214	125.07121	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	12.51	190715_Poo_TruePooFK180310_Full1	125.07121:241659 126.07456:581074 127.07792:821070		196267	241659	156520	206493
1040	16.017	125.07123	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2.63	190715_Poo_TruePooFK180310_Full3	125.07123:176688 126.07458:390213 127.07794:551438		77103	66651	76890	176688
1041	18.537	125.07126	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.89	190715_Poo_TruePooFK180310_Full3	125.07126:130450 126.07461:339492 127.07797:494329		63728	61113	65122	130450
1042	19.775	125.07132	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.68	190715_Blk_KM1906U14-Blk_C	125.07132:55372 126.07467:72005 127.07803:57286		55372	67931	63091	94040
1043	2.184	125.08222	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.97	190715_Blk_KM1906U14-Blk_C	125.08222:308381 126.08557:135399 127.08893:377406		308381	203410	182980	258210
1044	19.683	125.08226	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2.76	190715_Blk_KM1906U14-Blk_C	125.08226:54975 126.08561:0 127.08897:80060		54975	50956	40898	74460
1045	9.827	125.08228	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	0.59	190715_Poo_TruePooFK180310_Full3	125.08228:117759 126.08563:38697 127.08899:216440		101518	91726	88978	117759
1046	20.228	125.08234	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.06	190715_Poo_TruePooFK180310_Full2	125.08234:65003 126.08569:0 127.08905:49643		21789	48070	65003	70020
1047	0.126	125.08241	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.32	190715_Poo_TruePooFK180310_Full2	125.08241:210353 126.08576:16158 127.08912:238221		169518	238531	210353	198963
1048	21.498	125.0961	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2.37	190715_Blk_KM1906U14-Blk_C	125.0961:45762 126.09945:0 127.10281:53257		45762	22705	9799	41192
1049	9.678	125.09626	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.49	190715_Poo_TruePooFK180310_Full2	125.09626:136731 126.09961:71240 127.10297:98449		75260	163604	136731	139004
1050	0.225	125.0963	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9.56	190715_Poo_TruePooFK180310_Full1	125.0963:232487 126.09965:90146 127.10301:124059		196895	232487	117721	144168
1051	0.127	125.1076	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	17.89	190715_Poo_TruePooFK180310_Full3	125.1076:404979 126.11095:208509 127.11431:0		211458	94438	229230	404979
1052	7.996	125.13024	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1219.68	190715_Blk_KM1906U14-Blk_C	125.13024:60984 126.13359:776936 127.13695:24158		60984	0	2303	0
1053	7.056	125.13042	Unknown	[M+H]+	similar chromatogram in higher mz_1781	0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	679.64	190715_Poo_TruePooFK180310_Full1	125.13042:63842 126.13377:789037 127.13713:36235		2809	63842	47777	52960
1054	9.96	126.02211	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	80	190715_Poo_TruePooFK180310_Full1	126.02211:627668 127.02546:26493 128.02882:25082		22612	627668	435561	437384
1055	10.452	126.04132	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.72	190715_Blk_KM1906U14-Blk_C	126.04132:262686 127.04467:28686 128.04803:0		262686	199694	201643	175406
1056	13.649	126.04134	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.64	190715_Blk_KM1906U14-Blk_C	126.04134:213977 127.04469:18076 128.04805:0		213977	143503	127756	80581
1057	12.8	126.04138	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.68	190715_Poo_TruePooFK180310_Full2	126.04138:194252 127.04473:30754 128.04809:0		224120	160286	194252	159206
1058	2.209	126.06625	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.81	190715_Blk_KM1906U14-Blk_C	126.06625:245538 127.0696:343346 128.07296:151811		245538	167004	118440	139990
1059	9.794	126.06632	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.33	190715_Poo_TruePooFK180310_Full1	126.06632:84527 127.06967:165662 128.07303:71364		49733	84527	74004	73027
1060	14.25	126.06637	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7.2	190715_Poo_TruePooFK180310_Full1	126.06637:175364 127.06972:356823 128.07308:559873		69527	175364	61497	80313
1061	0.114	126.06638	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	40.06	190715_Poo_TruePooFK180310_Full1	126.06638:582787 127.06973:144389 128.07309:19920		765000	582787	251914	73671
1062	3.895	126.06642	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.88	190715_Poo_TruePooFK180310_Full1	126.06642:188462 127.06977:294237 128.07313:144562		93897	188462	134710	143557
1063	13.475	126.06642	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.2	190715_Poo_TruePooFK180310_Full3	126.06642:122796 127.06977:195706 128.07313:270638		89698	69865	67254	122796
1064	16.017	126.06647	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.12	190715_Poo_TruePooFK180310_Full3	126.06647:157870 127.06982:203376 128.07318:366306		77709	66505	58072	157870
1065	18.143	126.06647	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.46	190715_Poo_TruePooFK180310_Full3	126.06647:139119 127.06982:219062 128.07318:537074		63459	55756	48903	139119
1066	18.537	126.06648	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2.77	190715_Poo_TruePooFK180310_Full3	126.06648:116091 127.06983:178991 128.07319:328213		55289	55495	48263	116091
1067	0.399	126.09164	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.53	190715_Poo_TruePooFK180310_Full3	126.09164:49457 127.09499:63710 128.09835:62190		34056	39078	39360	49457
1068	13.301	126.10268	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	14.79	190715_Blk_KM1906U14-Blk_C	126.10268:275814 127.10603:132271 128.10939:122436		275814	109866	6734	217002
1069	14.25	126.10275	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	27.33	190715_Poo_TruePooFK180310_Full1	126.10275:460886 127.1061:160000 128.10946:306946		23148	460886	27826	33939
1070	10.13	126.10276	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.86	190715_Poo_TruePooFK180310_Full1	126.10276:93447 127.10611:163098 128.10947:152427		66694	93447	25815	24938
1071	8.296	126.10278	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.71	190715_Poo_TruePooFK180310_Full1	126.10278:191239 127.10613:125603 128.10949:113112		48511	191239	35674	31186
1072	9.296	126.10278	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.98	190715_Poo_TruePooFK180310_Full2	126.10278:141760 127.10613:32914 128.10949:125273		43824	141746	141760	139024
1073	15.033	126.10279	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.27	190715_Poo_TruePooFK180310_Full1	126.10279:82270 127.10614:53820 128.1095:53973		18620	82270	34115	43756
1074	7.659	126.1028	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8.83	190715_Poo_TruePooFK180310_Full1	126.1028:107058 127.10615:87286 128.10951:135095		48244	107058	47418	53228
1075	21.536	126.10283	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	85.54	190715_Poo_TruePooFK180310_Full3	126.10283:2840293 127.10618:200720 128.10954:2368340		136241	854413	56261	2840293
1076	17.978	126.10284	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7.88	190715_Poo_TruePooFK180310_Full3	126.10284:246898 127.10619:154653 128.10955:190604		17606	129149	25129	246898
1077	0.124	126.10284	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	32.54	190715_Poo_TruePooFK180310_Full2	126.10284:630315 127.10619:249699 128.10955:341779		70510	263172	630315	489211
1078	16.017	126.10284	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	11.37	190715_Poo_TruePooFK180310_Full3	126.10284:310324 127.10619:186232 128.10955:144433		23570	30148	30032	310324
1079	18.537	126.10286	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8.33	190715_Poo_TruePooFK180310_Full3	126.10286:224333 127.10621:143301 128.10957:162489		30294	26324	18335	224333
1080	3.999	126.10292	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.56	190715_Poo_TruePooFK180310_Full3	126.10292:124976 127.10627:100435 128.10963:81399		49669	58603	35052	124976
1081	7.996	126.13658	"w/o MS2:""Ingalls_DL-Valine, D8"""	[M+H]+		0.25	FALSE	9.313	126.1366					3		FALSE	null	null	97.4	94.7	null	null	null	358.54	190715_Blk_KM1906U14-Blk_C	126.13658:791855 127.13993:24158 128.14329:0		791855	4024	0	3106
1082	7.061	126.13668	Unknown	[M+H]+	similar chromatogram in higher mz_2633; similar chromatogram in higher mz_4756	0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	266.74	190715_Poo_TruePooFK180310_Full1	126.13668:799121 127.14003:45578 128.14339:0		0	799121	527617	630340
1083	7.58	126.89552	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5722.33	190715_Poo_TruePooFK180310_Full2	126.89552:853124 127.89887:0 128.90223:0		0	48399	853124	249373
1084	10.04	127.03918	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2.46	190715_Poo_TruePooFK180310_Full1	127.03918:63136 128.04253:0 129.04589:31167		3053	63136	46132	45063
1085	0.121	127.05036	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.29	190715_Blk_KM1906U14-Blk_C	127.05036:45556 128.05371:40140 129.05707:49533		45556	36242	47058	3055
1086	13.553	127.05042	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2.48	190715_Poo_TruePooFK180310_Full3	127.05042:61575 128.05377:20408 129.05713:175622		11157	22293	16508	61575
1087	6.456	127.05044	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.43	190715_Poo_TruePooFK180310_Full1	127.05044:77714 128.05379:0 129.05715:48987		33069	77714	59716	64949
1088	16.017	127.05045	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.94	190715_Poo_TruePooFK180310_Full3	127.05045:81571 128.0538:64789 129.05716:213175		11156	11005	15439	81571
1089	18.143	127.05045	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.4	190715_Poo_TruePooFK180310_Full3	127.05045:72633 128.0538:44716 129.05716:266689		10549	14674	12170	72633
1090	17.413	127.05048	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.29	190715_Poo_TruePooFK180310_Full3	127.05048:49755 128.05383:43688 129.05719:131447		13968	17174	12654	49755
1091	14.25	127.06165	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7.93	190715_Poo_TruePooFK180310_Full1	127.06165:79792 128.065:42567 129.06836:373970		3281	79792	2740	10880
1092	0.121	127.06166	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.61	190715_Poo_TruePooFK180310_Full1	127.06166:63537 128.06501:88111 129.06837:326668		39625	63537	52413	0
1093	5.956	127.07278	w/o MS2:Ingalls_Melamine	[M+H]+		0.25	FALSE	6.629	127.0729					3		FALSE	null	null	99.3	98.6	null	null	null	127.07	190715_Blk_KM1906U14-Blk_C	127.07278:2151338 128.07613:203805 129.07949:60179		2151338	315227	252925	253507
1094	5.368	127.07295	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	85.02	190715_Poo_TruePooFK180310_Full3	127.07295:1733436 128.0763:122396 129.07966:26832		220558	1633671	1375750	1733436
1095	2.176	127.07545	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.67	190715_Blk_KM1906U14-Blk_C	127.07545:308530 128.0788:181683 129.08216:191237		308530	261087	171070	164594
1096	10.345	127.07554	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.74	190715_Blk_KM1906U14-Blk_C	127.07554:108374 128.07889:54371 129.08225:59966		108374	164021	131364	122174
1097	0.304	127.07555	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.33	190715_Poo_TruePooFK180310_Full1	127.07555:230048 128.0789:130371 129.08226:115933		223411	230048	87201	115892
1098	9.949	127.08667	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.78	190715_Blk_KM1906U14-Blk_C	127.08667:192700 128.09002:18929 129.09338:89572		192700	41207	36765	45510
1099	14.25	127.08678	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.31	190715_Poo_TruePooFK180310_Full1	127.08678:122830 128.09013:555867 129.09349:506909		36864	122830	53456	79431
1100	13.343	127.08684	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.29	190715_Poo_TruePooFK180310_Full3	127.08684:155962 128.09019:333277 129.09355:654974		104511	46227	48678	155962
1101	18.537	127.08688	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.18	190715_Poo_TruePooFK180310_Full3	127.08688:115799 128.09023:311462 129.09359:611020		33674	37888	37363	115799
1102	17.413	127.0869	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2.67	190715_Poo_TruePooFK180310_Full3	127.0869:99469 128.09025:227130 129.09361:415067		32199	38939	43748	99469
1103	18.143	127.0869	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.81	190715_Poo_TruePooFK180310_Full3	127.0869:130623 128.09025:498913 129.09361:742662		34937	40130	38412	130623
1104	9.276	127.12311	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8.92	190715_Poo_TruePooFK180310_Full2	127.12311:22349 128.12646:125273 129.12982:0		0	18689	22349	20347
1105	7.966	127.13998	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9.2	190715_Blk_KM1906U14-Blk_C	127.13998:40954 128.14333:0 129.14669:0		40954	0	0	2125
1106	7.022	127.14002	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	771.59	190715_Poo_TruePooFK180310_Full1	127.14002:42856 128.14337:0 129.14673:0		0	42856	28667	34302
1107	20.734	127.96969	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3015.19	190715_Blk_KM1906U14-Blk_C	127.96969:162859 128.97304:0 129.9764:0		162859	13806	17444	14695
1108	21.467	127.96998	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7083.33	190715_Poo_TruePooFK180310_Full2	127.96998:354166 128.97333:0 129.97669:0		11658	62440	354166	195427
1109	5.956	128.0705	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.22	190715_Blk_KM1906U14-Blk_C	128.0705:73468 129.07385:60179 130.07721:176290		73468	71428	53480	57921
1110	3.036	128.07074	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.78	190715_Blk_KM1906U14-Blk_C	128.07074:117745 129.07409:35544 130.07745:149607		117745	88624	67007	71578
1111	9.626	128.0708	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.19	190715_Poo_TruePooFK180310_Full1	128.0708:43317 129.07415:74252 130.07751:154726		22289	43317	41874	8141
1112	14.25	128.082	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	11.65	190715_Poo_TruePooFK180310_Full1	128.082:183715 129.08535:148168 130.08871:1303779		17843	183715	17933	53743
1113	13.343	128.08205	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.73	190715_Poo_TruePooFK180310_Full3	128.08205:91606 129.0854:135260 130.08876:784584		84494	17314	17111	91606
1114	5.28	128.08206	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.06	190715_Poo_TruePooFK180310_Full2	128.08206:55575 129.08541:88289 130.08877:304288		53753	49135	55575	18736
1115	0.13	128.08208	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	18.65	190715_Poo_TruePooFK180310_Full1	128.08208:265878 129.08543:318492 130.08879:806613		58010	265878	166195	25362
1116	18.143	128.08211	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.73	190715_Poo_TruePooFK180310_Full3	128.08211:127693 129.08546:139470 130.08882:1070768		23345	25987	21151	127693
1117	5.992	128.10732	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8.13	190715_Poo_TruePooFK180310_Full3	128.10732:44552 129.11067:181357 130.11403:19195		27959	32440	30628	44552
1118	10.025	128.11838	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	12.26	190715_Blk_KM1906U14-Blk_C	128.11838:76696 129.12173:0 130.12509:0		76696	6589	4740	7307
1119	14.25	128.11838	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.81	190715_Poo_TruePooFK180310_Full1	128.11838:82499 129.12173:12933 130.12509:56861		8376	82499	2691	16592
1120	16.017	128.11844	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.12	190715_Poo_TruePooFK180310_Full3	128.11844:41065 129.12179:0 130.12515:47909		7411	8181	5271	41065
1121	21.536	128.11845	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	198.42	190715_Poo_TruePooFK180310_Full3	128.11845:3174794 129.1218:121682 130.12516:176447		88357	852483	55295	3174794
1122	9.306	128.11847	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	18.64	190715_Poo_TruePooFK180310_Full2	128.11847:154052 129.12182:0 130.12518:0		23080	144422	154052	152994
1123	7.659	128.11848	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7.91	190715_Poo_TruePooFK180310_Full1	128.11848:46879 129.12183:0 130.12519:60698		17627	46879	16090	24191
1124	13.304	128.11848	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.26	190715_Poo_TruePooFK180310_Full3	128.11848:42500 129.12183:14282 130.12519:0		24277	3169	5830	42500
1125	4.387	128.13115	Unknown	[M+H]+	similar chromatogram in higher mz_2677	0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	24.9	190715_Poo_TruePooFK180310_Full1	128.13115:89807 129.1345:12157 130.13786:26337		1870	89807	54481	64283
1126	5.405	128.13115	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	20.94	190715_Blk_KM1906U14-Blk_C	128.13115:86001 129.1345:17600 130.13786:19843		86001	0	0	0
1127	9.429	128.14355	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	18.32	190715_Poo_TruePooFK180310_Full3	128.14355:92017 129.1469:15108 130.15026:30350		3104	0	2976	92017
1128	0.126	128.14359	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	52.21	190715_Poo_TruePooFK180310_Full3	128.14359:262275 129.14694:105204 130.1503:445659		13926	4919	10294	262275
1129	0.185	128.57649	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1079.22	190715_Poo_TruePooFK180310_Full2	128.57649:162160 129.57984:0 130.5832:0		0	9376	162160	106689
1130	21.467	128.57684	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	61.05	190715_Poo_TruePooFK180310_Full2	128.57684:401339 129.58019:0 130.58355:0		176044	213395	401339	329236
