"feature","peak_id","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample","file_name","adduct_type","M_area"
"FT014",1794,94.9559688622232,94.9559173583984,94.9560470581055,584.145446777344,566.365295410156,618.661437988281,31068745.276224,28418327.1532104,1273943.25,41,20,"190715_Smp_FK180310S64C1-DCM_B.mzML","N15",29749827.0610924
"FT014",5672,94.9559364388147,94.9558639526367,94.9559860229492,576.979553222656,561.473083496094,598.927124023438,8873650.02754354,NA,818807.1875,NA,21,"190715_Smp_FK180310S64C1-DCM_C.mzML","N15",10606085.6792612
"FT014",5760,94.9558893821685,94.9558639526367,94.9559860229492,585.007873535156,561.473083496094,598.927124023438,18887779.7677538,NA,1292099.375,NA,22,"190715_Smp_FK180310S77C1-25m_A.mzML","N15",22485132.7357187
"FT014",2009,94.955911759139,94.9558639526367,94.9559860229492,582.834045410156,563.294311523438,604.228515625,19148128.9075012,16757674.2927158,1098430.625,34,23,"190715_Smp_FK180310S77C1-25m_B.mzML","N15",19214857.358243
"FT014",2075,94.9559104637796,94.9558715820312,94.9559707641602,577.850891113281,561.477416992188,594.160827636719,15518948.3908648,13007270.1279163,1212138.375,42,24,"190715_Smp_FK180310S77C1-25m_C.mzML","N15",15286336.4006701
"FT014",6023,94.9559070359287,94.9558639526367,94.9559860229492,573.270874023438,561.473083496094,598.927124023438,6255250.59794545,NA,529064.75,NA,25,"190715_Smp_FK180310S77C1-DCM_A.mzML","N15",7609970.28823042
"FT014",6115,94.9559132608619,94.9558639526367,94.9559860229492,578.30517578125,561.473083496094,598.927124023438,5610897.21968461,NA,439326.3125,NA,26,"190715_Smp_FK180310S77C1-DCM_B.mzML","N15",7112059.87509441
"FT014",6208,94.9559021884111,94.9558639526367,94.9559860229492,578.049926757812,561.473083496094,598.927124023438,20122771.1939857,NA,1249364,NA,27,"190715_Smp_FK180310S77C1-DCM_C.mzML","N15",21686613.544013
"FT014",2370,94.9558883163009,94.9558486938477,94.955924987793,581.59521484375,564.241516113281,595.138305664062,20356360.2934365,17950320.683005,1305493.875,27,28,"190715_Smp_FK180310S80C1-25m_A.mzML","N15",19084802.6670189
"FT014",6385,94.9559019328612,94.9558639526367,94.9559860229492,573.561828613281,561.473083496094,598.927124023438,8919695.03669189,NA,665117.25,NA,29,"190715_Smp_FK180310S80C1-25m_B.mzML","N15",11528968.4220147
"FT014",6470,94.9559259893095,94.9558639526367,94.9559860229492,576.306884765625,561.473083496094,598.927124023438,13200244.8989253,NA,1082870.625,NA,30,"190715_Smp_FK180310S80C1-25m_C.mzML","N15",14709494.3238535
"FT014",2584,94.9558938378231,94.9558486938477,94.9559326171875,581.071472167969,560.986938476562,595.585083007812,14171378.4192803,11690451.5830983,902293.875,30,31,"190715_Smp_FK180310S80C1-DCM_A.mzML","N15",13606909.8922472
"FT014",6644,94.9559093389568,94.9558639526367,94.9559860229492,579.077026367188,561.473083496094,598.927124023438,18330481.2084253,NA,1058883.375,NA,32,"190715_Smp_FK180310S80C1-DCM_B.mzML","N15",17960512.332489
"FT014",2724,94.9559133567912,94.9558410644531,94.955940246582,574.119140625,551.101135253906,594.0751953125,14501472.6288597,10599879.3280972,1036807.9375,39,33,"190715_Smp_FK180310S80C1-DCM_C.mzML","N15",14437778.8092489
"FT014",2953,94.9558991147925,94.9558563232422,94.9559555053711,576.0478515625,561.473083496094,600.470275878906,17635833.4692578,17108495.8385724,868292.25,37,36,"190715_Std_4uMStdsMix1InMatrix_1.mzML","N15",17485758.7909307
"FT014",6948,94.9558821485175,94.9558639526367,94.9559860229492,568.841857910156,561.473083496094,598.927124023438,20728660.8342541,NA,1352597.375,NA,37,"190715_Std_4uMStdsMix1InMatrix_2.mzML","N15",25455427.6945143
"FT014",3514,94.9558887906383,94.9558258056641,94.9559326171875,565.342041015625,555.762145996094,584.032592773438,14528751.9186888,14170233.1108012,866283.125,32,40,"190715_Std_4uMStdsMix2InMatrix_1.mzML","N15",13038480.3139191
"FT014",7161,94.9558827027839,94.9558639526367,94.9559860229492,573.215698242188,561.473083496094,598.927124023438,13100477.0511188,NA,1336332.75,NA,41,"190715_Std_4uMStdsMix2InMatrix_2.mzML","N15",23583713.4405851
"FT014",3830,94.9559283384592,94.9558944702148,94.9559860229492,573.2666015625,560.912658691406,588.731628417969,18395959.8717935,17910275.3530019,1000520.875,27,42,"190715_Std_H2OinMatrix_1.mzML","N15",18413649.5214386
"FT014",7312,94.9558893737372,94.9558639526367,94.9559860229492,566.573913574219,561.473083496094,598.927124023438,24587818.3215655,NA,1371033.75,NA,43,"190715_Std_H2OinMatrix_2.mzML","N15",28911122.4465122
"FT018",3967,97.9582374719806,97.9582138061523,97.9582748413086,782.468627929688,772.93266,850.916442871094,173650134.843325,NA,8043056,NA,1,"170706_Blk_Blk0p2_1.mzML","S33",166567707.655197
"FT018",4029,97.9582728427222,97.9582138061523,97.9582748413086,781.927062988281,772.93266,850.916442871094,16035836.7652338,NA,9452437,NA,2,"170706_Blk_Blk0p2_2.mzML","S33",168458213.697311
"FT018",4088,97.9582579299927,97.9582138061523,97.9582748413086,793.833312988281,772.93266,850.916442871094,245852397.900079,NA,10466617,NA,3,"190715_Blk_KM1906U14-Blk_C.mzML","S33",337364695.274124
"FT018",4176,97.9582411695574,97.9582138061523,97.9582748413086,782.773803710938,772.93266,850.916442871094,336149812.655204,NA,15085765,NA,4,"190715_Poo_TruePooFK180310_Full1.mzML","S33",432621334.222137
"FT018",690,97.9582668062593,97.9582443237305,97.9582901000977,786.46206,772.93266,850.98402,419249691.670356,416340933.060838,14127901,85,5,"190715_Poo_TruePooFK180310_Full2.mzML","S33",417709525.304993
"FT018",773,97.9583158328651,97.9582977294922,97.9583358764648,787.353271484375,772.921081542969,867.68359375,429721052.019912,426924451.069839,13338563,31,6,"190715_Poo_TruePooFK180310_Full3.mzML","S33",427016003.820312
"FT018",824,97.9582229224837,97.9581909179688,97.9582595825195,796.324584960938,783.853149414062,852.062316894531,235971243.032048,235173248.572627,11215359,46,7,"190715_Poo_TruePooFK180310_Half1.mzML","S33",246639878.183731
"FT018",4531,97.9582547779918,97.9582138061523,97.9582748413086,785.799438476562,772.93266,850.916442871094,200183290.101577,NA,10017986,NA,8,"190715_Poo_TruePooFK180310_Half2.mzML","S33",259429494.207932
"FT018",4699,97.9582571912333,97.9582138061523,97.9582748413086,789.834228515625,772.93266,850.916442871094,211279539.104828,NA,12251277,NA,10,"190715_Smp_FK180310S62C1-25m_A.mzML","S33",330519295.292175
"FT018",4793,97.9582623840208,97.9582138061523,97.9582748413086,790.065673828125,772.93266,850.916442871094,231430861.922172,NA,14146494,NA,11,"190715_Smp_FK180310S62C1-25m_B.mzML","S33",430457272.618652
"FT018",1195,97.9582317339262,97.9581985473633,97.9582824707031,785.515869140625,772.024108886719,849.235473632812,381491194.790014,379813004.327739,13775612,56,12,"190715_Smp_FK180310S62C1-25m_C.mzML","S33",376243136.76059
"FT018",4970,97.9582700037904,97.9582138061523,97.9582748413086,788.991149902344,772.93266,850.916442871094,85995555.5229235,NA,12549063,NA,13,"190715_Smp_FK180310S62C1-DCM_A.mzML","S33",390391224.329163
"FT018",1353,97.9582478165543,97.9582061767578,97.9582824707031,785.883728027344,771.988403320312,861.691223144531,581141659.678103,575568019.269507,16830776,51,14,"190715_Smp_FK180310S62C1-DCM_B.mzML","S33",543677756.010895
"FT018",1420,97.9582476056829,97.9582138061523,97.9582672119141,788.352478027344,773.926452636719,843.828674316406,364266905.909991,361527423.838224,12562887,30,15,"190715_Smp_FK180310S62C1-DCM_C.mzML","S33",360614606.239624
"FT018",5236,97.9582437719942,97.9582138061523,97.9582748413086,790.021362304688,772.93266,850.916442871094,381860924.254633,NA,13706755,NA,16,"190715_Smp_FK180310S64C1-25m_A.mzML","S33",462193579.501678
"FT018",1591,97.9582245254769,97.9581985473633,97.9582672119141,787.044189453125,772.009216308594,868.654602050781,488493393.222953,484667528.296252,14764789,44,17,"190715_Smp_FK180310S64C1-25m_B.mzML","S33",466618140.752319
"FT018",1659,97.9582425586243,97.9582214355469,97.9582672119141,788.391967773438,772.885803222656,850.990661621094,430959522.863563,428427704.105228,14151051,90,18,"190715_Smp_FK180310S64C1-25m_C.mzML","S33",429998944.572266
"FT018",1725,97.9582858862098,97.958251953125,97.9583053588867,788.472351074219,772.974182128906,857.49560546875,430647036.26489,427594921.927003,13639833,51,19,"190715_Smp_FK180310S64C1-DCM_A.mzML","S33",429347665.514496
"FT018",5590,97.9582550070525,97.9582138061523,97.9582748413086,791.099243164062,772.93266,850.916442871094,354327409.452761,NA,13823165,NA,20,"190715_Smp_FK180310S64C1-DCM_B.mzML","S33",474892120.515686
"FT018",5674,97.9582610327588,97.9582138061523,97.9582748413086,788.04150390625,772.93266,850.916442871094,198299181.388063,NA,11002786,NA,21,"190715_Smp_FK180310S64C1-DCM_C.mzML","S33",340932866.591736
"FT018",1950,97.9582292724929,97.9581985473633,97.958251953125,783.674438476562,770.17431640625,844.584716796875,479927370.344042,477786041.520982,15402380,45,22,"190715_Smp_FK180310S77C1-25m_A.mzML","S33",480749410.880615
"FT018",2026,97.9582426754825,97.9582138061523,97.9582748413086,785.908081054688,771.695983886719,852.752807617188,530381546.088051,527373283.051129,15813178,29,23,"190715_Smp_FK180310S77C1-25m_B.mzML","S33",514038346.115143
"FT018",2089,97.95824613659,97.9582214355469,97.9582824707031,788.097839355469,772.849670410156,856.585205078125,435041057.359124,431940546.848603,14395017,26,24,"190715_Smp_FK180310S77C1-25m_C.mzML","S33",431739692.22049
"FT018",2167,97.9582561544245,97.9582366943359,97.9582977294922,786.49853515625,772.9541015625,852.151123046875,373161599.349822,371452561.352484,13216340,26,25,"190715_Smp_FK180310S77C1-DCM_A.mzML","S33",366727227.141846
"FT018",2225,97.9582373314526,97.9582138061523,97.9582595825195,786.337097167969,771.890686035156,852.961608886719,444007056.07775,441224162.554105,13887267,35,26,"190715_Smp_FK180310S77C1-DCM_B.mzML","S33",430928248.398407
"FT018",2308,97.9582135367729,97.9581909179688,97.9582443237305,787.443908691406,773.822509765625,850.269226074219,392314771.097696,390208803.871635,12927505,59,27,"190715_Smp_FK180310S77C1-DCM_C.mzML","S33",392033471.851532
"FT018",2385,97.9582064913741,97.9581756591797,97.958251953125,785.594970703125,771.433776855469,822.593200683594,402160847.948015,400624938.384854,13989343,79,28,"190715_Smp_FK180310S80C1-25m_A.mzML","S33",398634393.763214
"FT018",2453,97.9582283422867,97.9581985473633,97.9582672119141,785.504211425781,772.025024414062,855.791015625,395990745.025135,393078691.548111,13862062,41,29,"190715_Smp_FK180310S80C1-25m_B.mzML","S33",388073592.366211
"FT018",2527,97.9582634254627,97.9582443237305,97.9583053588867,789.847961425781,773.193908691406,851.669311523438,412145916.132698,408929321.771587,13611382,99,30,"190715_Smp_FK180310S80C1-25m_C.mzML","S33",423034148.722931
"FT018",2595,97.9582346508954,97.9582061767578,97.9582748413086,786.194702148438,771.933898925781,850.916442871094,505866312.034955,503103302.50367,15244380,107,31,"190715_Smp_FK180310S80C1-DCM_A.mzML","S33",499292221.386902
"FT018",2666,97.9582451249894,97.9582138061523,97.9582748413086,785.683471679688,771.24365234375,845.746704101562,427355082.922195,425194405.716699,14595052,122,32,"190715_Smp_FK180310S80C1-DCM_B.mzML","S33",424567799.060608
"FT018",2743,97.9582676775872,97.9582443237305,97.9582977294922,788.286254882812,774.747253417969,850.689086914062,341951586.049436,341192647.039202,12390921,29,33,"190715_Smp_FK180310S80C1-DCM_C.mzML","S33",344074160.295807
"FT018",3000,97.9582563425762,97.9582290649414,97.9582977294922,798.853088378906,785.227844238281,837.017456054688,119117890.713094,119117847.476795,6891345.5,59,36,"190715_Std_4uMStdsMix1InMatrix_1.mzML","S33",138130536.255104
"FT018",3148,97.9582302889974,97.9581985473633,97.9582748413086,786.030212402344,775.291625976562,820.796936035156,99648030.3221507,99599957.5153983,6451063,72,37,"190715_Std_4uMStdsMix1InMatrix_2.mzML","S33",103297394.385391
"FT018",3574,97.9582642698509,97.9582366943359,97.9582901000977,788.268310546875,775.651000976562,830.693664550781,124029217.060587,124029171.480881,7015415,83,40,"190715_Std_4uMStdsMix2InMatrix_1.mzML","S33",140877057.339172
"FT018",3762,97.9582306984071,97.9582138061523,97.9582595825195,786.10888671875,775.395935058594,820.8076171875,106074900.698578,106074859.072317,6702506,65,41,"190715_Std_4uMStdsMix2InMatrix_2.mzML","S33",109452251.498138
"FT018",3858,97.9582922066286,97.958251953125,97.9583435058594,788.791320800781,777.314880371094,828.599243164062,123432409.137468,123046060.855774,7417193,80,42,"190715_Std_H2OinMatrix_1.mzML","S33",139259808.33934
"FT018",3939,97.9582264642343,97.9582061767578,97.9582595825195,788.510803222656,774.338256835938,826.066162109375,106766892.661126,106766847.502832,5960260.5,98,43,"190715_Std_H2OinMatrix_2.mzML","S33",117057547.735458
"FT019",3968,97.9630426558272,97.9629974365234,97.9630966186523,781.658325195312,774.658996582031,829.216735839844,31292822.5967944,NA,1680056.625,NA,1,"170706_Blk_Blk0p2_1.mzML","C13",30646894.2287884
"FT019",4030,97.9630841222071,97.9629974365234,97.9630966186523,782.62353515625,774.658996582031,829.216735839844,15223429.137143,NA,1838317.375,NA,2,"170706_Blk_Blk0p2_2.mzML","C13",31400518.9763184
"FT019",4089,97.9630454282813,97.9629974365234,97.9630966186523,793.833312988281,774.658996582031,829.216735839844,63005381.211172,NA,2050456.625,NA,3,"190715_Blk_KM1906U14-Blk_C.mzML","C13",62266973.8933601
"FT019",4177,97.9630278104544,97.9629974365234,97.9630966186523,780.113220214844,774.658996582031,829.216735839844,68430999.9896624,NA,3088087.5,NA,4,"190715_Poo_TruePooFK180310_Full1.mzML","C13",79351772.3572083
"FT019",692,97.9630594190424,97.9630279541016,97.9630966186523,786.46206,773.8404,840.00918,78925666.7163262,78723762.9614872,2756585,50,5,"190715_Poo_TruePooFK180310_Full2.mzML","C13",78707462.5071259
"FT019",774,97.9630977465497,97.9630584716797,97.9631271362305,787.353271484375,773.826782226562,829.216735839844,76286615.7667962,76086749.9669377,2782186.75,28,6,"190715_Poo_TruePooFK180310_Full3.mzML","C13",75919067.0488281
"FT019",4431,97.9630339933246,97.9629974365234,97.9630966186523,801.192626953125,774.658996582031,829.216735839844,35188972.7154804,NA,1769037.625,NA,7,"190715_Poo_TruePooFK180310_Half1.mzML","C13",44292908.5349426
"FT019",872,97.9630349932759,97.9629898071289,97.9630966186523,786.721618652344,774.771301269531,816.614929199219,46436596.1435225,46436556.0720425,2114154,38,8,"190715_Poo_TruePooFK180310_Half2.mzML","C13",48082735.5710564
"FT019",950,97.9631290803256,97.9630813598633,97.9631652832031,791.075012207031,778.140808105469,830.579956054688,49160421.4167684,49068632.6281965,2105149.5,35,9,"190715_Poo_TruePooFK180310_Half3.mzML","C13",50094469.26791
"FT019",4700,97.9630468157288,97.9629974365234,97.9630966186523,790.760192871094,774.658996582031,829.216735839844,58953566.2927132,NA,2363862.5,NA,10,"190715_Smp_FK180310S62C1-25m_A.mzML","C13",61292034.5809479
"FT019",4794,97.9630598006652,97.9629974365234,97.9630966186523,789.172546386719,774.658996582031,829.216735839844,69959510.8804989,NA,2654306.5,NA,11,"190715_Smp_FK180310S62C1-25m_B.mzML","C13",78319864.6426125
"FT019",4879,97.9630333402218,97.9629974365234,97.9630966186523,783.741882324219,774.658996582031,829.216735839844,59452833.1222578,NA,2559408.5,NA,12,"190715_Smp_FK180310S62C1-25m_C.mzML","C13",70980470.5558929
"FT019",4971,97.963069165984,97.9629974365234,97.9630966186523,792.654846191406,774.658996582031,829.216735839844,56894061.5183742,NA,2414817.5,NA,13,"190715_Smp_FK180310S62C1-DCM_A.mzML","C13",71868967.5126877
"FT019",1355,97.9630228400526,97.9629974365234,97.9630661010742,786.735229492188,772.877990722656,824.058044433594,100370817.398386,99345552.1403206,3113275.75,52,14,"190715_Smp_FK180310S62C1-DCM_B.mzML","C13",93910227.347908
"FT019",1429,97.9630304948723,97.9629821777344,97.9631042480469,787.467529296875,775.724182128906,842.899047851562,67933720.1336311,67933653.2110784,2400596.5,41,15,"190715_Smp_FK180310S62C1-DCM_C.mzML","C13",67200858.909359
"FT019",5237,97.9630311014887,97.9629974365234,97.9630966186523,791.065246582031,774.658996582031,829.216735839844,79848717.9955062,NA,2661612.25,NA,16,"190715_Smp_FK180310S64C1-25m_A.mzML","C13",83605780.5059738
"FT019",1596,97.9630070565228,97.9629745483398,97.9630355834961,786.174011230469,773.811157226562,833.670166015625,88579261.5563355,87944126.9463143,2847250.75,38,17,"190715_Smp_FK180310S64C1-25m_B.mzML","C13",84636891.5945892
"FT019",5410,97.963042319464,97.9629974365234,97.9630966186523,790.169738769531,774.658996582031,829.216735839844,69303767.3621038,NA,2609477.25,NA,18,"190715_Smp_FK180310S64C1-25m_C.mzML","C13",76085788.728302
"FT019",1728,97.9630733919496,97.9630355834961,97.9631271362305,787.576599121094,773.884887695312,843.586303710938,79257150.7295638,79068398.5983697,2468258.5,45,19,"190715_Smp_FK180310S64C1-DCM_A.mzML","C13",79225870.9456329
"FT019",5591,97.9630502865056,97.9629974365234,97.9630966186523,786.453918457031,774.658996582031,829.216735839844,86619768.5471294,NA,3125511.25,NA,20,"190715_Smp_FK180310S64C1-DCM_B.mzML","C13",86586204.5768356
"FT019",1877,97.9630431247267,97.963005065918,97.9630737304688,789.820434570312,776.419311523438,837.933837890625,67092646.1014071,67092585.0659245,2381098,28,21,"190715_Smp_FK180310S64C1-DCM_C.mzML","C13",66244119.0212173
"FT019",5763,97.9630231549107,97.9629974365234,97.9630966186523,781.002197265625,774.658996582031,829.216735839844,73643561.5095005,NA,3158547.5,NA,22,"190715_Smp_FK180310S77C1-25m_A.mzML","C13",86476593.0166397
"FT019",5849,97.9630373066094,97.9629974365234,97.9630966186523,787.644958496094,774.658996582031,829.216735839844,90997252.1218255,NA,3328332.25,NA,23,"190715_Smp_FK180310S77C1-25m_B.mzML","C13",92267905.1255951
"FT019",2092,97.9630255166844,97.9629745483398,97.9630813598633,787.209411621094,774.658996582031,828.191467285156,79858780.8233255,79858727.1424055,2650530.5,33,24,"190715_Smp_FK180310S77C1-25m_C.mzML","C13",78912703.3692474
"FT019",6025,97.9630412157448,97.9629974365234,97.9630966186523,785.615295410156,774.658996582031,829.216735839844,65719993.7196335,NA,2881501.75,NA,25,"190715_Smp_FK180310S77C1-DCM_A.mzML","C13",68819089.9154549
"FT019",2228,97.96301494087,97.9629745483398,97.9630508422852,786.337097167969,773.687805175781,820.483154296875,76384784.2092302,76201247.892066,2982799,38,26,"190715_Smp_FK180310S77C1-DCM_B.mzML","C13",74048949.4428253
"FT019",6210,97.963029573482,97.9629974365234,97.9630966186523,789.226623535156,774.658996582031,829.216735839844,57530271.3158652,NA,2809591.75,NA,27,"190715_Smp_FK180310S77C1-DCM_C.mzML","C13",73537844.3319016
"FT019",6297,97.9630169249007,97.9629974365234,97.9630966186523,791.93212890625,774.658996582031,829.216735839844,48025080.5213947,NA,2456941,NA,28,"190715_Smp_FK180310S80C1-25m_A.mzML","C13",78333786.9664154
"FT019",2455,97.9630180507384,97.9629669189453,97.9630584716797,785.504211425781,773.868041992188,836.452697753906,75193898.5957485,74991835.90543,3119562.25,34,29,"190715_Smp_FK180310S80C1-25m_B.mzML","C13",73863769.2648506
"FT019",6473,97.9630557249347,97.9629974365234,97.9630966186523,786.144653320312,774.658996582031,829.216735839844,72783431.7063941,NA,2741439.75,NA,30,"190715_Smp_FK180310S80C1-25m_C.mzML","C13",77058188.9756622
"FT019",6552,97.9630340495608,97.9629974365234,97.9630966186523,789.871765136719,774.658996582031,829.216735839844,81191003.3468643,NA,3001725.75,NA,31,"190715_Smp_FK180310S80C1-DCM_A.mzML","C13",86990757.5857849
"FT019",6645,97.9630409211885,97.9629974365234,97.9630966186523,782.107604980469,774.658996582031,829.216735839844,66680979.3483309,NA,2827235.75,NA,32,"190715_Smp_FK180310S80C1-DCM_B.mzML","C13",75395107.9151382
"FT019",6729,97.9630555474282,97.9629974365234,97.9630966186523,790.08740234375,774.658996582031,829.216735839844,58617164.9190777,NA,2612665.75,NA,33,"190715_Smp_FK180310S80C1-DCM_C.mzML","C13",63856777.2321434
"FT019",3008,97.9630503084552,97.9629974365234,97.963134765625,798.853088378906,787.316162109375,827.242065429688,21871093.3708888,21871060.2374812,1345089.25,44,36,"190715_Std_4uMStdsMix1InMatrix_1.mzML","C13",25234362.4974995
"FT019",6950,97.9630396035005,97.9629974365234,97.9630966186523,784.204650878906,774.658996582031,829.216735839844,18197815.9949548,NA,1340714.5,NA,37,"190715_Std_4uMStdsMix1InMatrix_2.mzML","C13",19277441.1946039
"FT019",7091,97.9630616046045,97.9629974365234,97.9630966186523,786.264892578125,774.658996582031,829.216735839844,23968424.3157899,NA,1376092.375,NA,40,"190715_Std_4uMStdsMix2InMatrix_1.mzML","C13",26123672.3058491
"FT019",7163,97.9630287584149,97.9629974365234,97.9630966186523,786.10888671875,774.658996582031,829.216735839844,17209705.2217762,NA,1201359.5,NA,41,"190715_Std_4uMStdsMix2InMatrix_2.mzML","C13",19389216.2581367
"FT019",3863,97.9630718262114,97.9630279541016,97.9631423950195,788.791320800781,778.232177734375,820.344482421875,23220366.5193028,23171259.4858251,1507652.125,45,42,"190715_Std_H2OinMatrix_1.mzML","C13",26158969.9853172
"FT019",3951,97.9630262359536,97.9629745483398,97.9630661010742,788.510803222656,777.099548339844,817.434143066406,19395806.7537606,19395771.5107866,1046452.8125,36,43,"190715_Std_H2OinMatrix_2.mzML","C13",21137059.9125042
"FT020",123,98.954652495126,98.9546356201172,98.9546737670898,784.9208984375,771.240600585938,888.31396484375,1192048416.57502,1191175697.10737,48341752,81,1,"170706_Blk_Blk0p2_1.mzML","S34",1005722761.86047
"FT020",365,98.9547065263754,98.9546890258789,98.9547348022461,785.423583984375,772.383728027344,886.7568359375,1629776169.91743,1628628150.50591,60531292,78,2,"170706_Blk_Blk0p2_2.mzML","S34",1028831199.8418
"FT020",4090,98.9546776173786,98.9546394348145,98.9546966552734,792.81591796875,768.399749755859,864.059112548828,1549426348.43408,NA,62009920,NA,3,"190715_Blk_KM1906U14-Blk_C.mzML","S34",2010001050.99292
"FT020",618,98.9546384056926,98.9546127319336,98.9546737670898,784.545166015625,762.012145996094,876.309875488281,2646421121.01175,2641655364.794,88537688,87,4,"190715_Poo_TruePooFK180310_Full1.mzML","S34",2592201651.4834
"FT020",687,98.9546827245003,98.9546585083008,98.954719543457,786.46206,762.92322,859.31796,2483051492.84611,2479335616.13516,81228296,131,5,"190715_Poo_TruePooFK180310_Full2.mzML","S34",2470048873.15051
"FT020",771,98.9547306346473,98.9547119140625,98.9547576904297,787.353271484375,768.380493164062,867.68359375,2512267921.90835,2509686417.07221,80616728,108,6,"190715_Poo_TruePooFK180310_Full3.mzML","S34",2497149464.94604
"FT020",4432,98.9546619482033,98.9546394348145,98.9546966552734,797.2666015625,768.399749755859,864.059112548828,909385944.001463,NA,54803448,NA,7,"190715_Poo_TruePooFK180310_Half1.mzML","S34",1464996657.77502
"FT020",870,98.9546690575755,98.9546508789062,98.954704284668,786.721618652344,768.419006347656,846.516845703125,1496054485.64875,1492391651.07915,60286620,121,8,"190715_Poo_TruePooFK180310_Half2.mzML","S34",1553150186.56848
"FT020",941,98.9547536895658,98.9547348022461,98.9547805786133,790.154907226562,773.464294433594,853.224609375,1551937798.8728,1546026157.40642,61295068,134,9,"190715_Poo_TruePooFK180310_Half3.mzML","S34",1584540616.78406
"FT020",1015,98.9546755445986,98.9546432495117,98.954704284668,788.906677246094,771.26513671875,865.137512207031,1884875334.78415,1880010477.37933,70400992,144,10,"190715_Smp_FK180310S62C1-25m_A.mzML","S34",1944191830.021
"FT020",1108,98.9546887619976,98.9546737670898,98.9547119140625,787.353271484375,766.550964355469,860.017456054688,2548729756.73666,2545297817.10019,80134904,117,11,"190715_Smp_FK180310S62C1-25m_B.mzML","S34",2551217983.06982
"FT020",1194,98.9546456264973,98.9546127319336,98.9546966552734,786.402526855469,770.212707519531,872.178894042969,2270823292.81911,2265809228.60331,78674512,53,12,"190715_Smp_FK180310S62C1-25m_C.mzML","S34",2235540411.73315
"FT020",1261,98.9546996357195,98.9546813964844,98.954719543457,788.107666015625,762.028198242188,855.460205078125,2379086174.0748,2373652628.45032,74359104,50,13,"190715_Smp_FK180310S62C1-DCM_A.mzML","S34",2320720661.67163
"FT020",5060,98.9546680117389,98.9546394348145,98.9546966552734,787.584777832031,768.399749755859,864.059112548828,2896007812.04694,NA,96615872,NA,14,"190715_Smp_FK180310S62C1-DCM_B.mzML","S34",3217643168.0127
"FT020",1419,98.9546582502801,98.9546356201172,98.9546813964844,788.352478027344,768.494750976562,862.980712890625,2161814431.51269,2159108286.60248,71517784,58,15,"190715_Smp_FK180310S62C1-DCM_C.mzML","S34",2140228434.92371
"FT020",5238,98.9546627400872,98.9546394348145,98.9546966552734,788.23193359375,768.399749755859,864.059112548828,2211697130.8396,NA,79659832,NA,16,"190715_Smp_FK180310S64C1-25m_A.mzML","S34",2736392698.34448
"FT020",1590,98.9546386048424,98.9546203613281,98.9546813964844,787.044189453125,764.790405273438,883.083251953125,2880578421.54505,2874854603.94829,83772016,117,17,"190715_Smp_FK180310S64C1-25m_B.mzML","S34",2750918193.04077
"FT020",5411,98.9546664581977,98.9546394348145,98.9546966552734,789.282958984375,768.399749755859,864.059112548828,2081941252.20919,NA,79944608,NA,18,"190715_Smp_FK180310S64C1-25m_C.mzML","S34",2516820746.83691
"FT020",1723,98.9547046758942,98.9546813964844,98.9547271728516,788.472351074219,767.479431152344,873.268859863281,2527420786.9619,2523652950.40363,75184656,97,19,"190715_Smp_FK180310S64C1-DCM_A.mzML","S34",2512961948.87927
"FT020",1803,98.9546641797366,98.9546508789062,98.9546966552734,787.353271484375,764.412475585938,882.3984375,2811040837.62578,2805378759.28076,80930376,92,20,"190715_Smp_FK180310S64C1-DCM_B.mzML","S34",2823854745.77563
"FT020",1870,98.9546848110971,98.9546737670898,98.9547119140625,789.820434570312,772.78759765625,872.882202148438,2068988023.66079,2065714201.3312,68085736,88,21,"190715_Smp_FK180310S64C1-DCM_C.mzML","S34",2033755454.81885
"FT020",1948,98.9546461827414,98.9546127319336,98.9546661376953,783.674438476562,765.643310546875,861.033325195312,2845805436.96312,2840786244.70993,86176352,176,22,"190715_Smp_FK180310S77C1-25m_A.mzML","S34",2846352007.37671
"FT020",2023,98.954656255019,98.9546356201172,98.9546813964844,785.908081054688,766.327453613281,877.742126464844,3137809968.6322,3133123302.93307,91402392,140,23,"190715_Smp_FK180310S77C1-25m_B.mzML","S34",3031773046.12793
"FT020",2088,98.9546574661513,98.9546279907227,98.9546890258789,788.097839355469,771.038696289062,870.387512207031,2557812022.70023,2553125813.24296,82015704,85,24,"190715_Smp_FK180310S77C1-25m_C.mzML","S34",2535934961.23047
"FT020",2163,98.9546714456193,98.9546432495117,98.954719543457,786.49853515625,767.505187988281,865.934204101562,2211789669.84738,2208023083.86167,76707560,83,25,"190715_Smp_FK180310S77C1-DCM_A.mzML","S34",2171067994.44165
"FT020",2224,98.954652703578,98.9546279907227,98.9546737670898,786.337097167969,765.566040039062,866.742370605469,2635228610.73048,2629884562.92581,83923808,83,26,"190715_Smp_FK180310S77C1-DCM_B.mzML","S34",2552209974.15771
"FT020",2304,98.9546354194541,98.9546127319336,98.9546585083008,788.334228515625,766.545166015625,866.788024902344,2335726134.31328,2331500768.76128,74160056,64,27,"190715_Smp_FK180310S77C1-DCM_C.mzML","S34",2331717845.48413
