"feature","peak_id","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample","file_name","M_area","C13_match","C13_area","X2C13_match","X2C13_area","S34_match","S34_area","S33_match","S33_area","N15_match","N15_area","O18_match","O18_area","Na_match","Na_area","NH4_match","NH4_area","H2O_H_match","H2O_H_area","K_match","K_area","X2H_match","X2H_area","BMIS","BMISed_area"
"FT001",1216,61.9871014314345,61.9870834350586,61.987117767334,278.986755371094,262.748016357422,320.173248291016,306403270.174989,280029557.285767,11689472,97,13,"190715_Smp_FK180310S62C1-DCM_A.mzML",297376397.428093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",295318960.44426
"FT001",1293,61.9870654086057,61.9870452880859,61.9870758056641,280.136291503906,258.236663818359,316.609527587891,295903421.659547,278314306.604697,12865555,81,14,"190715_Smp_FK180310S62C1-DCM_B.mzML",294166673.848457,0,0,0,0,0,0,0,0,0,0,0.549470044357017,2217221.23031843,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",198311760.994152
"FT001",1375,61.9870677510545,61.9870529174805,61.9870796203613,277.416839599609,259.999298095703,347.706604003906,873138218.101149,742897042.366915,31227764,112,15,"190715_Smp_FK180310S62C1-DCM_C.mzML",876050332.276428,0,0,0,0,0,0,0,0,0.272109814276499,2199231.1356566,0.815422933999931,6192314.61797345,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",715252772.903489
"FT001",1456,61.9870714885478,61.9870529174805,61.9870910644531,279.274475097656,259.168518066406,335.892852783203,425692287.769126,406873847.494792,14942293,86,16,"190715_Smp_FK180310S64C1-25m_A.mzML",423627476.456284,0,0,0,0,0,0,0,0,0,0,0.586695629351713,4385204.52673745,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",334369955.38086
"FT001",1542,61.9870640834786,61.9870529174805,61.9870758056641,278.290954589844,264.513977050781,333.212890625,269226174.168869,251345618.518718,9909457,50,17,"190715_Smp_FK180310S64C1-25m_B.mzML",269878049.284935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",384653933.957428
"FT001",1608,61.9870678453374,61.9870567321777,61.9870872497559,277.434936523438,259.041076660156,345.944244384766,475755461.562056,424567633.193693,18113230,101,18,"190715_Smp_FK180310S64C1-25m_C.mzML",478508006.029678,0,0,0,0,0,0,0,0,0,0,0.390562839098341,2195047.34155953,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",508504034.217759
"FT001",1684,61.9870867104473,61.9870643615723,61.9870986938477,280.155731201172,258.260101318359,316.832336425781,188541940.278044,179212727.506969,7542851,75,19,"190715_Smp_FK180310S64C1-DCM_A.mzML",184205158.26355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",213822443.523125
"FT001",1748,61.987088215193,61.9870643615723,61.9871025085449,278.426727294922,251.765808105469,305.634643554688,229489383.023936,216912376.85968,9519009,65,20,"190715_Smp_FK180310S64C1-DCM_B.mzML",225527929.958839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",191757556.702734
"FT001",1826,61.9870890778882,61.9870796203613,61.9870986938477,276.381042480469,261.650451660156,332.300689697266,346473739.324765,331101931.257322,12175684,114,21,"190715_Smp_FK180310S64C1-DCM_C.mzML",348124339.372879,0,0,0,0,0,0,0,0,0,0,0.514652605734232,2003979.68688142,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",280613690.528202
"FT001",1890,61.9870512157073,61.9870376586914,61.9870643615723,280.963684082031,267.151489257812,336.960571289062,344081469.474364,326554796.074324,12660930,64,22,"190715_Smp_FK180310S77C1-25m_A.mzML",343551982.045609,0,0,0,0,0,0,0,0,0,0,0.541620135815686,2415947.28559589,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",297186236.25981
"FT001",1975,61.987069158769,61.9870491027832,61.9870834350586,277.310607910156,259.904541015625,302.93994140625,190495564.975441,183333664.935833,9277487,88,23,"190715_Smp_FK180310S77C1-25m_B.mzML",189217034.020554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",247179641.089939
"FT001",2051,61.987076096035,61.987060546875,61.9870872497559,278.665405273438,259.161376953125,343.126098632812,472274920.385599,437463317.780535,18564420,101,24,"190715_Smp_FK180310S77C1-25m_C.mzML",471773409.607147,0,0,0,0,0,0,0,0,0,0,0.565232981280318,2853558.77181339,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",558073770.182202
"FT001",2117,61.9870726296612,61.987060546875,61.9870872497559,278.286743164062,262.754150390625,323.808776855469,329217884.653551,306283154.328004,13800405,87,25,"190715_Smp_FK180310S77C1-DCM_A.mzML",327641097.078743,0,0,0,0,0,0,0,0,0,0,0.391237904469014,2723253.53527391,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",303213771.786636
"FT001",2182,61.9870764741877,61.9870681762695,61.9870872497559,278.220031738281,260.979553222656,324.571136474609,236039866.889622,217212441.785316,8800822,51,26,"190715_Smp_FK180310S77C1-DCM_B.mzML",230919254.899216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",263467956.998302
"FT001",2246,61.9870669856766,61.9870452880859,61.9870834350586,279.384307861328,262.176300048828,333.020843505859,480488981.930551,466922354.84139,17076226,109,27,"190715_Smp_FK180310S77C1-DCM_C.mzML",475737206.097702,0,0,0,0,0,0,0,0,0,0,0.615180635924811,4890831.22378826,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",359794436.302491
"FT001",2326,61.9870585440825,61.9870491027832,61.9870681762695,277.483184814453,262.831604003906,332.139129638672,482335420.706356,463576264.414507,18170042,120,28,"190715_Smp_FK180310S80C1-25m_A.mzML",481828310.919128,0,0,0,0,0,0,0,0,0,0,0.159532747779498,5272115.32243443,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",455122881.500242
"FT001",2403,61.9870555564062,61.9870452880859,61.9870643615723,276.511260986328,263.728210449219,303.841552734375,156169501.359442,143406618.916692,7538115.5,79,29,"190715_Smp_FK180310S80C1-25m_B.mzML",153537704.497875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",140421344.828239
"FT001",2477,61.987073138869,61.9870567321777,61.9870834350586,281.531463623047,267.097747802734,343.440795898438,312305966.251285,296345437.71528,11334238,35,30,"190715_Smp_FK180310S80C1-25m_C.mzML",307178933.337036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",281123866.583129
"FT001",2557,61.9870588315208,61.9870452880859,61.9870719909668,277.319885253906,261.748840332031,288.325408935547,198128179.849564,193265007.155111,12954596,41,31,"190715_Smp_FK180310S80C1-DCM_A.mzML",195485014.899246,0,0,0,0,0,0,0,0,0,0,0.313669934791077,1901522.82059002,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",196099941.720718
"FT001",2614,61.9870649880565,61.9870567321777,61.9870719909668,281.056701660156,261.884399414062,336.689544677734,421560210.269438,399262681.775638,14846415,81,32,"190715_Smp_FK180310S80C1-DCM_B.mzML",419789302.774559,0,0,0,0,0,0,0,0,0,0,0.683214915061839,2892436.91261125,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",338865313.837403
"FT001",2691,61.9870759299936,61.9870643615723,61.9870872497559,281.930145263672,261.770812988281,306.538787841797,268400656.008142,255025828.373868,12011991,72,33,"190715_Smp_FK180310S80C1-DCM_C.mzML",266540501.984093,0,0,0,0,0,0,0,0,0,0,0.35126106659169,1761024.31767285,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",265634789.541352
"FT001",6455,61.9870743985883,61.9870548248291,61.9870834350586,289.543762207031,262.030349731445,329.795379638672,72944776.6842126,NA,2755100,NA,34,"190715_Std_4uMStdsMix1InH2O_1.mzML",107699743.6362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",NA
"FT001",2837,61.9870522593179,61.9870338439941,61.9870681762695,298.184631347656,286.284210205078,323.943817138672,75248242.2511659,59877074.166263,3580611.75,27,35,"190715_Std_4uMStdsMix1InH2O_2.mzML",74447991.1733189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",NA
"FT001",2916,61.98706771595,61.9870491027832,61.9870834350586,294.725067138672,273.781463623047,333.166381835938,195597907.295176,174956061.911282,7464742.5,64,36,"190715_Std_4uMStdsMix1InMatrix_1.mzML",193786956.339577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",274935829.898352
"FT001",3060,61.987046908035,61.9870300292969,61.9870643615723,289.317779541016,272.672485351562,325.989440917969,184680635.121738,164755951.933269,7163350.5,94,37,"190715_Std_4uMStdsMix1InMatrix_2.mzML",179116039.957546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",300068050.625195
"FT001",6646,61.9870744975154,61.9870548248291,61.9870834350586,306.115173339844,262.030349731445,329.795379638672,89309559.195011,NA,3767095,NA,38,"190715_Std_4uMStdsMix2InH2O_1.mzML",129139677.627682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",NA
"FT001",6679,61.9870621766981,61.9870548248291,61.9870834350586,301.542663574219,262.030349731445,329.795379638672,35758291.3228147,NA,3725053,NA,39,"190715_Std_4uMStdsMix2InH2O_2.mzML",118410741.277222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",NA
"FT001",6710,61.9870769942298,61.9870548248291,61.9870834350586,306.385101318359,262.030349731445,329.795379638672,129466263.892783,NA,7361348,NA,40,"190715_Std_4uMStdsMix2InMatrix_1.mzML",195494540.271851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",265147032.762719
