"feature","peak_id","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample","file_name","M_area","C13_match","C13_area","X2C13_match","X2C13_area","S34_match","S34_area","S33_match","S33_area","N15_match","N15_area","O18_match","O18_area","Na_match","Na_area","NH4_match","NH4_area","H2O_H_match","H2O_H_area","K_match","K_area","X2H_match","X2H_area","BMIS","BMISed_area"
"FT033",2901,116.933384331758,116.93335723877,116.933418273926,172.201385498047,154.003189086914,197.750274658203,101518869.098197,96633738.6571917,4938899,129,36,"190715_Std_4uMStdsMix1InMatrix_1.mzML",100532123.074821,0.388491441660048,1548847.62676203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",142630253.403564
"FT033",3049,116.933352785655,116.933326721191,116.933418273926,178.600463867188,164.874755859375,202.910171508789,84396645.6967957,78820772.7753733,3754036,92,37,"190715_Std_4uMStdsMix1InMatrix_2.mzML",77269176.7300606,0.232360707947795,1381214.40980557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",129446872.766384
"FT033",6659,116.933385781246,116.933349609375,116.933418273926,161.931594848633,158.293487548828,207.740417480469,4244524.75688233,NA,267772.6875,NA,38,"190715_Std_4uMStdsMix2InH2O_1.mzML",8114226.22370303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",NA
"FT033",6692,116.933388448399,116.933349609375,116.933418273926,185.726715087891,158.293487548828,207.740417480469,8627969.32255658,NA,490749.15625,NA,39,"190715_Std_4uMStdsMix2InH2O_2.mzML",16262935.3554757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",NA
"FT033",3407,116.933425814791,116.933395385742,116.933471679688,182.069763183594,158.293487548828,207.740417480469,139947973.385842,133002008.869637,6654418,92,40,"190715_Std_4uMStdsMix2InMatrix_1.mzML",140097851.323973,0.560831417320263,2865542.53846866,0,0,0,0,0,0,-0.100721468024436,1200818.81608212,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",190013130.409313
"FT033",3620,116.933335367019,116.933303833008,116.933395385742,182.966094970703,167.358001708984,233.342620849609,151230933.301042,144691793.089242,6335367,95,41,"190715_Std_4uMStdsMix2InMatrix_2.mzML",151525989.865433,0.575946717335419,2807657.01063466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",249573473.90703
"FT033",3780,116.93345879088,116.93342590332,116.933486938477,174.689651489258,151.947387695312,216.035217285156,123696294.372932,115472055.346852,4694715,90,42,"190715_Std_H2OinMatrix_1.mzML",122529779.67955,0.351961446365372,1746616.72451609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",151219770.120619
"FT033",3880,116.933378035027,116.933349609375,116.933395385742,174.493347167969,160.879623413086,216.20671081543,130652671.083907,124224536.927751,4564976,74,43,"190715_Std_H2OinMatrix_2.mzML",119018521.297226,0.306719722717998,2223425.15877256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thymine, D4",164690496.212112
"FT034",3975,117.018173217773,117.018173217773,117.018287658691,688.94482421875,676.312377929688,712.7197265625,121970.248223036,NA,130656.03125,NA,1,"170706_Blk_Blk0p2_1.mzML",943768.935319304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229174336070343,188266.703552246,0,0,0,0,"Adenosine Monophosphate, 15N5",810139.3076083
"FT034",3975,117.018173217773,117.018173217773,117.018287658691,688.94482421875,676.312377929688,712.7197265625,121970.248223036,NA,130656.03125,NA,1,"170706_Blk_Blk0p2_1.mzML",943768.935319304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229174336070343,188266.703552246,0,0,0,0,"Adenosine Monophosphate, 15N5",810139.3076083
"FT034",4027,117.018258374514,117.018173217773,117.018287658691,695.432006835938,676.312377929688,712.7197265625,587276.501357671,NA,192531.21875,NA,2,"170706_Blk_Blk0p2_2.mzML",1973887.63210917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333661105121088,379268.909139261,0,0,0,0,"Adenosine Monophosphate, 15N5",NA
"FT034",516,117.018221635197,117.018051147461,117.018295288086,697.62158203125,689.1630859375,704.40380859375,8134920.74475271,6972747.63060101,766286.125,26,3,"190715_Blk_KM1906U14-Blk_C.mzML",7364682.74512005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",5487416.13699901
"FT034",615,117.018199870814,117.01815032959,117.018257141113,690.00906,678.17688,716.42316,20308428.0019449,17116325.4721252,1157920.875,39,4,"190715_Poo_TruePooFK180310_Full1.mzML",20140463.9033566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",30034937.3637674
"FT034",4237,117.018238870596,117.018173217773,117.018287658691,696.877075195312,676.312377929688,712.7197265625,19371315.3111311,NA,1290348,NA,5,"190715_Poo_TruePooFK180310_Full2.mzML",20319622.8041506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",18883470.4291875
"FT034",769,117.018308989078,117.01823425293,117.018363952637,690.090515136719,680.071472167969,708.278686523438,22495419.0546661,21856825.1668439,1337961.5,30,6,"190715_Poo_TruePooFK180310_Full3.mzML",21779264.9588175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280673803422133,1829595.55203748,0,0,0,0,"Adenosine Monophosphate, 15N5",19488272.6276798
"FT034",821,117.018194307431,117.018089294434,117.018272399902,688.439270019531,680.709594726562,703.128967285156,10442577.6613881,8602352.35611773,639583.4375,30,7,"190715_Poo_TruePooFK180310_Half1.mzML",8562918.8414712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",9013876.2049658
"FT034",4484,117.018226413389,117.018173217773,117.018287658691,689.0205078125,676.312377929688,712.7197265625,14971869.769587,NA,769137.9375,NA,8,"190715_Poo_TruePooFK180310_Half2.mzML",16087929.4054861,0.698822138000704,1256573.65054846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",15423680.6723996
"FT034",4559,117.018255232273,117.018173217773,117.018287658691,686.485229492188,676.312377929688,712.7197265625,5015874.23391263,NA,792901.6875,NA,9,"190715_Poo_TruePooFK180310_Half3.mzML",19740921.0027084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",17665807.107225
"FT034",4635,117.018252382762,117.018173217773,117.018287658691,687.479614257812,676.312377929688,712.7197265625,13580127.0720654,NA,994469.0625,NA,10,"190715_Smp_FK180310S62C1-25m_A.mzML",18944106.4704628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",17516036.4380395
"FT034",4716,117.018232667216,117.018173217773,117.018287658691,687.330993652344,676.312377929688,712.7197265625,23600409.031569,NA,1166051.5,NA,11,"190715_Smp_FK180310S62C1-25m_B.mzML",25444065.2824039,0.795044666914469,907366.58607471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416002033034659,2275911.87699962,0,0,0,0,"Adenosine Monophosphate, 15N5",25260837.4022473
"FT034",1190,117.018188685057,117.01815032959,117.018272399902,687.300598144531,664.795104980469,704.695373535156,26129870.7554243,23789745.5929483,1245826.125,31,12,"190715_Smp_FK180310S62C1-25m_C.mzML",24836079.4628887,0.568237855967558,768260.519292831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",31102431.6435998
"FT034",4866,117.018257344286,117.018173217773,117.018287658691,688.395874023438,676.312377929688,712.7197265625,11537164.6892386,NA,883801.875,NA,13,"190715_Smp_FK180310S62C1-DCM_A.mzML",19538473.4794035,0.473280719211421,1457151.08724165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",16192824.2340678
"FT034",1350,117.018232957102,117.018196105957,117.018280029297,693.143798828125,679.228942871094,739.216735839844,29096133.6517979,24199614.2686688,1225710.125,46,14,"190715_Smp_FK180310S62C1-DCM_B.mzML",28617762.698288,-0.236387297442642,433954.101412654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",16171770.1819237
"FT034",1417,117.018260642097,117.018203735352,117.018333435059,685.437805175781,672.145690917969,712.309692382812,29201964.6963364,25728324.6810322,1295008.5,36,15,"190715_Smp_FK180310S62C1-DCM_C.mzML",27747456.9114761,-0.0457730361702657,1077603.74931979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961660048143708,1483700.2182194,0,0,0,0,"Adenosine Monophosphate, 15N5",28682155.92701
"FT034",1514,117.018248219106,117.018211364746,117.018295288086,688.289733886719,674.5634765625,708.502075195312,27025194.2032057,23521020.998156,1274905.875,31,16,"190715_Smp_FK180310S64C1-25m_A.mzML",26596462.5879211,0.131587680883846,1197482.95577419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132208239081923,1709693.76468885,0,0,0,0,"Adenosine Monophosphate, 15N5",23786799.0094702
"FT034",5166,117.018228298904,117.018173217773,117.018287658691,689.229248046875,676.312377929688,712.7197265625,18962888.0034662,NA,1003393.5,NA,17,"190715_Smp_FK180310S64C1-25m_B.mzML",21727659.4842834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621850751090179,1176059.73488176,0,0,0,0,"Adenosine Monophosphate, 15N5",18949105.7022204
"FT034",1657,117.01822505879,117.018180847168,117.018280029297,689.778625488281,672.862670898438,716.013244628906,22720734.5378541,20371542.9254696,985728.0625,28,18,"190715_Smp_FK180310S64C1-25m_C.mzML",21832819.5568743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",18413954.8892475
"FT034",1721,117.018257906426,117.018180847168,117.01830291748,690.008056640625,677.245178222656,717.328735351562,19544569.2610812,17901505.7784565,875776.4375,30,19,"190715_Smp_FK180310S64C1-DCM_A.mzML",19043510.9469385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",15540160.2481517
"FT034",1800,117.018270148629,117.018196105957,117.018341064453,689.989135742188,673.64111328125,715.443298339844,26422257.4224739,25669953.5901469,1085855.5,43,20,"190715_Smp_FK180310S64C1-DCM_B.mzML",26265508.7519684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409629482723473,1744116.63948679,0,0,0,0,"Adenosine Monophosphate, 15N5",24055816.5573276
"FT034",5478,117.018258422492,117.018173217773,117.018287658691,685.811645507812,676.312377929688,712.7197265625,18197904.348956,NA,1138042.125,NA,21,"190715_Smp_FK180310S64C1-DCM_C.mzML",22753842.5780506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.545987430072694,1802690.64142275,0,0,0,0,"Adenosine Monophosphate, 15N5",17261195.8128833
"FT034",1945,117.01820219907,117.018157958984,117.01823425293,688.599731445312,673.989379882812,705.198486328125,23666596.7647777,21208857.4138017,1213455.375,26,22,"190715_Smp_FK180310S77C1-25m_A.mzML",23710406.3148193,-0.0260262288982532,1220579.20111525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215677914628005,1116237.9611783,0,0,0,0,"Adenosine Monophosphate, 15N5",31917491.9363985
"FT034",2020,117.018222274666,117.018173217773,117.018310546875,691.6572265625,677.8095703125,716.442810058594,20522188.2877852,18713715.0785864,1101662.25,56,23,"190715_Smp_FK180310S77C1-25m_B.mzML",20626205.8618279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",46467645.7102375
"FT034",2084,117.018227821329,117.018188476562,117.018272399902,689.176940917969,674.834411621094,712.7197265625,21736384.5565036,19886687.9647121,963677.9375,33,24,"190715_Smp_FK180310S77C1-25m_C.mzML",21048200.7507038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520032762900657,1147600.79362059,0,0,0,0,"Adenosine Monophosphate, 15N5",19355060.3155221
"FT034",5785,117.01822242146,117.018173217773,117.018287658691,686.577209472656,676.312377929688,712.7197265625,19749911.8580297,NA,1036907.3125,NA,25,"190715_Smp_FK180310S77C1-DCM_A.mzML",20615075.4517441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",27249617.8795584
"FT034",2223,117.01824505599,117.018157958984,117.018295288086,689.097473144531,677.275634765625,737.369384765625,23054033.7047386,20027464.6738702,992036.5,26,26,"190715_Smp_FK180310S77C1-DCM_B.mzML",22507770.105175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",22094119.4338349
"FT034",5944,117.018210703045,117.018173217773,117.018287658691,684.576538085938,676.312377929688,712.7197265625,20482576.2883445,NA,1144358.875,NA,27,"190715_Smp_FK180310S77C1-DCM_C.mzML",23918743.2718067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195569619155231,684173.482755184,0,0,0,0,"Adenosine Monophosphate, 15N5",27211964.4479328
"FT034",2381,117.018199905567,117.018135070801,117.01823425293,690.0166015625,678.185974121094,714.625183105469,27105897.8573182,24388654.2986375,1262204.5,46,28,"190715_Smp_FK180310S80C1-25m_A.mzML",26668349.594141,0.564244466883156,2113870.14275479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129075716684632,2233641.25928628,0,0,0,0,"Adenosine Monophosphate, 15N5",32151055.8464922
"FT034",2448,117.018228340728,117.018165588379,117.018287658691,687.441345214844,671.313659667969,716.398132324219,20680481.4734087,17170458.1456623,925961.75,38,29,"190715_Smp_FK180310S80C1-25m_B.mzML",19775447.1403027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",29166116.8827333
"FT034",2524,117.018249672012,117.018196105957,117.01830291748,690.406494140625,678.985900878906,711.212646484375,18852695.8346144,17393589.7231275,946847.9375,30,30,"190715_Smp_FK180310S80C1-25m_C.mzML",17872218.1591129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",15651039.7913171
"FT034",2591,117.018219433644,117.018142700195,117.018287658691,690.042846679688,679.125610351562,711.836242675781,19385201.0037897,17612101.5912768,990279.5625,30,31,"190715_Smp_FK180310S80C1-DCM_A.mzML",19034694.5466557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",19038598.5355796
"FT034",2662,117.018247680972,117.018203735352,117.018287658691,690.004150390625,676.312377929688,725.476989746094,29234060.7051898,23911504.1233894,1274195.375,44,32,"190715_Smp_FK180310S80C1-DCM_B.mzML",28579606.7884369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4954351600612,3159265.82117331,0,0,0,0,"Adenosine Monophosphate, 15N5",29786356.3818504
"FT034",2739,117.018235066022,117.018157958984,117.018287658691,688.811706542969,677.940490722656,708.111877441406,18603196.4167629,16727521.1720953,911156.375,29,33,"190715_Smp_FK180310S80C1-DCM_C.mzML",16724495.0760822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24197588158528,634229.992615461,0,0,0,0,"Adenosine Monophosphate, 15N5",15654476.9040472
"FT034",6471,117.018234227777,117.018173217773,117.018287658691,712.081970214844,676.312377929688,712.7197265625,12583973.248527,NA,969613.4375,NA,34,"190715_Std_4uMStdsMix1InH2O_1.mzML",14806884.7071657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",NA
"FT034",6496,117.018238251153,117.018173217773,117.018287658691,704.953308105469,676.312377929688,712.7197265625,3475409.6828166,NA,328812.21875,NA,35,"190715_Std_4uMStdsMix1InH2O_2.mzML",7928511.18223286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",NA
"FT034",2989,117.018238059199,117.018180847168,117.018272399902,690.005615234375,672.059753417969,709.788146972656,40775923.2273531,37275253.1749589,2376168,69,36,"190715_Std_4uMStdsMix1InMatrix_1.mzML",30533139.0324287,0.638759598376584,1267517.47565031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636876731106958,2139678.36678052,0,0,0,0,"Adenosine Monophosphate, 15N5",30237846.6060751
"FT034",3135,117.018192408088,117.018142700195,117.018264770508,692.453674316406,675.440185546875,712.023986816406,38958123.0811331,35206710.7700793,2408726,59,37,"190715_Std_4uMStdsMix1InMatrix_2.mzML",26416367.3058586,0.430749053089004,516974.605576754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455065293439255,595525.930553555,0,0,0,0,"Adenosine Monophosphate, 15N5",46791240.9996748
"FT034",6660,117.018259762686,117.018173217773,117.018287658691,712.477905273438,676.312377929688,712.7197265625,149252942.480755,NA,43453792,NA,38,"190715_Std_4uMStdsMix2InH2O_1.mzML",162732187.809494,0.995913041052847,6284327.80442715,0,0,0,0,0,0,0,0,0.92407844904299,966099.629708052,0,0,0,0,0.993919415563086,3600803.24440742,0,0,0,0,"Adenosine Monophosphate, 15N5",NA
"FT034",6693,117.018185167931,117.018173217773,117.018287658691,712.400451660156,676.312377929688,712.7197265625,31064794.7803359,NA,11558049,NA,39,"190715_Std_4uMStdsMix2InH2O_2.mzML",34099554.8093567,0.959024628486778,1320062.26347303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911277833608793,2582373.23862815,0,0,0,0,"Adenosine Monophosphate, 15N5",NA
"FT034",3553,117.018246059327,117.018226623535,117.018280029297,690.0029296875,664.854797363281,714.9169921875,781915574.185506,772759826.1287,61591356,74,40,"190715_Std_4uMStdsMix2InMatrix_1.mzML",604452264.30719,0.996578806190971,24508187.2385311,0,0,0,0,0,0,0,0,0.95084265930075,3959024.926507,0.84737977008801,473168.741958976,0,0,0.985705589555731,13603099.7545862,0,0,0,0,"Adenosine Monophosphate, 15N5",609240450.846905
"FT034",3740,117.018172666359,117.01815032959,117.018203735352,690.652648925781,672.124816894531,713.33251953125,737183599.730046,730856887.24573,59798368,99,41,"190715_Std_4uMStdsMix2InMatrix_2.mzML",567816097.225769,0.996972341727097,23970792.6870823,0,0,0,0,0,0,0,0,0.955858815339932,3815699.51526356,0.692924287784477,699701.926551223,0,0,0.993400803552947,12552778.8877029,0,0,0,0,"Adenosine Monophosphate, 15N5",759921843.192824
"FT034",6857,117.018238878878,117.018173217773,117.018287658691,690.661926269531,676.312377929688,712.7197265625,8103704.17197922,NA,724938.0625,NA,42,"190715_Std_H2OinMatrix_1.mzML",13653155.499752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",13070140.6900055
"FT034",6929,117.018210546336,117.018173217773,117.018287658691,688.723693847656,676.312377929688,712.7197265625,4143720.99044645,NA,746569,NA,43,"190715_Std_H2OinMatrix_2.mzML",10757013.7311888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",22757737.3422927
"FT035",3976,118.940949237822,118.94091796875,118.940986633301,801.663513183594,801.367462158203,852.669883789063,10097822.2181527,NA,543480.6875,NA,1,"170706_Blk_Blk0p2_1.mzML",9949225.22295856,0,0,0,0,0.960968720346848,357567.370639205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",8514099.57531973
"FT035",3976,118.940949237822,118.94091796875,118.940986633301,801.663513183594,801.367462158203,852.669883789063,10097822.2181527,NA,543480.6875,NA,1,"170706_Blk_Blk0p2_1.mzML",9949225.22295856,0,0,0,0,0.960968720346848,357567.370639205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",8514099.57531973
"FT035",371,118.941034834414,118.94100189209,118.941062927246,803.83642578125,784.682495117188,855.481201171875,31977150.1062293,31261933.898997,766977.5,31,2,"170706_Blk_Blk0p2_2.mzML",27760364.5946674,0,0,0,0,0.769055381882772,747820.809978813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",NA
"FT035",529,118.94094670284,118.940879821777,118.940994262695,823.948486328125,809.977844238281,871.6484375,31651021.6579943,30516543.5509516,1344347.5,29,3,"190715_Blk_KM1906U14-Blk_C.mzML",45042384.8045788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",33457282.7114096
"FT035",627,118.940941316899,118.94091796875,118.940971374512,817.01022,794.41914,851.778,49141043.7654862,44828565.3845954,2104845,31,4,"190715_Poo_TruePooFK180310_Full1.mzML",48718635.3958015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",72428220.1272267
"FT035",4238,118.940970250162,118.94091796875,118.940986633301,808.531127929688,801.367462158203,852.669883789063,88495186.3959816,NA,8222211.5,NA,5,"190715_Poo_TruePooFK180310_Full2.mzML",125710092.278397,0,0,0,0,0.886975836989259,4560342.36866927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",116464013.53352
"FT035",4312,118.94097076554,118.94091796875,118.940986633301,808.874816894531,801.367462158203,852.669883789063,3286223.02293699,NA,2057603.125,NA,6,"190715_Poo_TruePooFK180310_Full3.mzML",99299725.2429123,0,0,0,0,0.954940868376917,6391817.20492387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",88579578.9346069
"FT035",4395,118.940946428489,118.94091796875,118.940986633301,822.065795898438,801.367462158203,852.669883789063,17384649.0269239,NA,1390409,NA,7,"190715_Poo_TruePooFK180310_Half1.mzML",39141955.9057713,0,0,0,0,-0.217757063340355,2021060.19126487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",41075959.9176748
"FT035",885,118.940968385962,118.940933227539,118.94100189209,808.777282714844,780.4951171875,844.267333984375,126499807.275276,122806417.161721,4132777.25,36,8,"190715_Poo_TruePooFK180310_Half2.mzML",135535483.901321,0,0,0,0,0.731296410642726,4152318.43067122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",129537741.415907
"FT035",4636,118.940953327588,118.94091796875,118.940986633301,815.991516113281,801.367462158203,852.669883789063,29215916.7213707,NA,1580345.25,NA,10,"190715_Smp_FK180310S62C1-25m_A.mzML",45212639.1550674,0,0,0,0,0.860778727522551,969459.202769518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",41675134.4063139
"FT035",4717,118.940962248539,118.94091796875,118.940986633301,822.173828125,801.367462158203,852.669883789063,30982014.2419363,NA,1829667.875,NA,11,"190715_Smp_FK180310S62C1-25m_B.mzML",47749833.7190666,0,0,0,0,0.675896119032142,1237718.0195682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",47259436.8721118
"FT035",4788,118.940948707307,118.94091796875,118.940986633301,835.009033203125,801.367462158203,852.669883789063,72923398.460071,NA,6806329,NA,12,"190715_Smp_FK180310S62C1-25m_C.mzML",83053612.3934479,0,0,0,0,0.91547263171308,4806694.46023583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",103687228.672054
"FT035",1274,118.94100668781,118.940979003906,118.941123962402,820.679443359375,800.869689941406,850.6962890625,53084916.6255062,50375252.140196,1657894,27,13,"190715_Smp_FK180310S62C1-DCM_A.mzML",52718983.2278442,0,0,0,0,0.400230824263081,1598388.57704937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",43556646.4000087
"FT035",1362,118.94093925668,118.940910339355,118.940963745117,827.265808105469,802.763488769531,856.36474609375,61674653.5759098,56358435.028736,1773788,27,14,"190715_Smp_FK180310S62C1-DCM_B.mzML",59967941.0119858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",33782863.3952416
"FT035",5021,118.940949493564,118.94091796875,118.940986633301,809.360107421875,801.367462158203,852.669883789063,47653142.7294463,NA,3046223.75,NA,15,"190715_Smp_FK180310S62C1-DCM_C.mzML",66372457.4339066,0,0,0,0,0.754898374428209,2614001.71373081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",68396194.8817908
"FT035",5095,118.940956788631,118.94091796875,118.940986633301,820.35986328125,801.367462158203,852.669883789063,33041264.1378167,NA,1675513.5,NA,16,"190715_Smp_FK180310S64C1-25m_A.mzML",49706986.314846,0,0,0,0,0.898950649262238,2458673.8390671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",44318494.0636147
"FT035",5167,118.940929673969,118.94091796875,118.940986633301,812.480285644531,801.367462158203,852.669883789063,141656607.123237,NA,27039716,NA,17,"190715_Smp_FK180310S64C1-25m_B.mzML",241269947.098633,0,0,0,0,0.982985386238488,10051344.0977268,0,0,0,0,0.888374369587786,2349957.00361991,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",209765681.612753
"FT035",5247,118.940957415318,118.94091796875,118.940986633301,823.952026367188,801.367462158203,852.669883789063,86482098.8174171,NA,7399681,NA,18,"190715_Smp_FK180310S64C1-25m_C.mzML",95454249.2970886,0,0,0,0,0.931153826744126,5713998.03789711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",80257929.6740602
"FT035",5325,118.940982056834,118.94091796875,118.940986633301,821.40087890625,801.367462158203,852.669883789063,32520571.7481306,NA,6009340,NA,19,"190715_Smp_FK180310S64C1-DCM_A.mzML",104437074.661469,0,0,0,0,0.931491800456685,5322309.65654469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",84960802.9297388
"FT035",5402,118.940964749074,118.94091796875,118.940986633301,830.732666015625,801.367462158203,852.669883789063,52706916.2901282,NA,6803003.5,NA,20,"190715_Smp_FK180310S64C1-DCM_B.mzML",84824147.0161362,0,0,0,0,0.979051038632783,4417107.86109793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",77447824.6298633
"FT035",5479,118.940956829948,118.94091796875,118.940986633301,823.679992675781,801.367462158203,852.669883789063,85660201.4087593,NA,17205606,NA,21,"190715_Smp_FK180310S64C1-DCM_C.mzML",98825525.6278229,0,0,0,0,0.988779848204029,6788339.99274087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",74737867.1162701
"FT035",5557,118.940941559291,118.94091796875,118.940986633301,830.384826660156,801.367462158203,852.669883789063,22237820.7967989,NA,1433174.875,NA,22,"190715_Smp_FK180310S77C1-25m_A.mzML",48723477.0647163,0,0,0,0,0.246495518367395,1313833.01661515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adenosine Monophosphate, 15N5",65385804.4054202
