"chemical_ID","score","Module_RTclust","mz","time","MatchCategory","theoretical.mz","Name","Formula","MonoisotopicMass","Adduct","ISgroup","mean_int_vec","MD"
"HMDB00001",0,"1_1",377.13312,606.1,"Multiple","377.13341","1-Methylhistidine","C7H11N3O2","169.085126611","2M+K","ISgroup_1_37_14",1595263.3,0.133
"HMDB00001",0,"5_1",252.14415,554.7,"Multiple","252.1455","1-Methylhistidine","C7H11N3O2","169.085126611","M+2ACN+H","ISgroup_5_27_15",69411936.2,0.144
"HMDB00005",0,"7_24",246.09731,518.3,"Multiple","246.09721","2-Ketobutyric acid","C4H6O3","102.031694058","2M+ACN+H","ISgroup_7_12_10",7246894.9,0.097
"HMDB00005",0,"17_1",120.06577,589.1,"Multiple","120.06552","2-Ketobutyric acid","C4H6O3","102.031694058","M+NH4","ISgroup_17_22_7",4659204.9,0.066
"HMDB00005",0,"7_1",154.05328,264.6,"Multiple","154.05482","2-Ketobutyric acid","C4H6O3","102.031694058","3M+2H","ISgroup_7_6_6",13185458.2,0.053
"HMDB00005",0,"7_19",246.09737,455.4,"Multiple","246.09721","2-Ketobutyric acid","C4H6O3","102.031694058","2M+ACN+H","ISgroup_7_11_10",3839852.4,0.097
"HMDB00005",0,"15_1",185.0922,394.9,"Multiple","185.09207","2-Ketobutyric acid","C4H6O3","102.031694058","M+2ACN+H","ISgroup_15_11_10",10069500.9,0.092
"HMDB00005",0,"5_1",246.09723,495.6,"Multiple","246.09721","2-Ketobutyric acid","C4H6O3","102.031694058","2M+ACN+H","ISgroup_5_24_10",12035588.6,0.097
"HMDB00008",0,"13_1",122.08145,425.3,"Multiple","122.08117","2-Hydroxybutyric acid","C4H8O3","104.047344122","M+NH4","ISgroup_13_6_9",25011583.6,0.081
"HMDB00008",0,"17_1",87.04463,615.8,"Multiple","87.04464","2-Hydroxybutyric acid","C4H8O3","104.047344122","M+H-H2O","ISgroup_17_24_5",4130444.4,0.045
"HMDB00008",0,"14_1",135.02364,788.9,"Multiple","135.02353","2-Hydroxybutyric acid","C4H8O3","104.047344122","2M+Na+K","ISgroup_14_1863_3",15522477.4,0.024
"HMDB00008",0,"9_1",168.06907,414.5,"Multiple","168.06926","2-Hydroxybutyric acid","C4H8O3","104.047344122","3M+H+Na","ISgroup_9_11_7",3174048,0.069
"HMDB00008",0,"2_1",87.04461,530.1,"Multiple","87.04464","2-Hydroxybutyric acid","C4H8O3","104.047344122","M+H-H2O","ISgroup_2_23_5",2148108.2,0.045
"HMDB00010",0,"10_1",201.12344,558.3,"Multiple","201.12231","2-Methoxyestrone","C19H24O3","300.172544634","2M+3H","ISgroup_10_26_13",584626.6,0.123
"HMDB00011",0,"17_1",87.04463,615.8,"Multiple","87.04464","(R)-3-Hydroxybutyric acid","C4H8O3","104.047344122","M+H-H2O","ISgroup_17_24_5",4130444.4,0.045
"HMDB00011",0,"13_1",122.08145,425.3,"Multiple","122.08117","(R)-3-Hydroxybutyric acid","C4H8O3","104.047344122","M+NH4","ISgroup_13_6_9",25011583.6,0.081
"HMDB00011",0,"2_1",87.04461,530.1,"Multiple","87.04464","(R)-3-Hydroxybutyric acid","C4H8O3","104.047344122","M+H-H2O","ISgroup_2_23_5",2148108.2,0.045
"HMDB00011",0,"14_1",135.02364,788.9,"Multiple","135.02353","(R)-3-Hydroxybutyric acid","C4H8O3","104.047344122","2M+Na+K","ISgroup_14_1863_3",15522477.4,0.024
"HMDB00011",0,"9_1",168.06907,414.5,"Multiple","168.06926","(R)-3-Hydroxybutyric acid","C4H8O3","104.047344122","3M+H+Na","ISgroup_9_11_7",3174048,0.069
"HMDB00014",9,"9_1",228.09795,290.7,"Multiple","228.09788","Deoxycytidine","C9H13N3O4","227.090605919","M+H","ISgroup_9_1_10",2584726.7,0.098
"HMDB00017",0,"2_1",284.09894,447.2,"Multiple","284.10029","4-Pyridoxic acid","C8H9NO4","183.053157781","3M+H+NH4","ISgroup_2_18_10",5479278.4,0.099
"HMDB00017",0,"7_1",154.07237,455.1,"Multiple","154.07368","4-Pyridoxic acid","C8H9NO4","183.053157781","M+3ACN+2H","ISgroup_7_11_8",837585.4,0.072
"HMDB00019",9,"7_6",117.05489,590.8,"Multiple","117.05462","Alpha-ketoisovaleric acid","C5H8O3","116.047344122","M+H","ISgroup_7_12_6",3921614.7,0.055
"HMDB00019",9,"11_1",117.05493,567.3,"Multiple","117.05462","Alpha-ketoisovaleric acid","C5H8O3","116.047344122","M+H","ISgroup_11_40_6",7605265.4,0.055
"HMDB00023",0,"9_1",168.06907,414.5,"Multiple","168.06926","(S)-3-Hydroxyisobutyric acid","C4H8O3","104.047344122","3M+H+Na","ISgroup_9_11_7",3174048,0.069
"HMDB00023",0,"13_1",122.08145,425.3,"Multiple","122.08117","(S)-3-Hydroxyisobutyric acid","C4H8O3","104.047344122","M+NH4","ISgroup_13_6_9",25011583.6,0.081
"HMDB00023",0,"2_1",87.04461,530.1,"Multiple","87.04464","(S)-3-Hydroxyisobutyric acid","C4H8O3","104.047344122","M+H-H2O","ISgroup_2_23_5",2148108.2,0.045
"HMDB00023",0,"17_1",87.04463,615.8,"Multiple","87.04464","(S)-3-Hydroxyisobutyric acid","C4H8O3","104.047344122","M+H-H2O","ISgroup_17_24_5",4130444.4,0.045
"HMDB00023",0,"14_1",135.02364,788.9,"Multiple","135.02353","(S)-3-Hydroxyisobutyric acid","C4H8O3","104.047344122","2M+Na+K","ISgroup_14_1863_3",15522477.4,0.024
"HMDB00034",25714.2857142857,"17_1",136.06188,230.8,"Multiple","136.06177","Adenine","C5H5N5","135.054495185","M+H","ISgroup_17_1_7",266677820.7,0.062
"HMDB00034",25714.2857142857,"17_1",137.06522,230.3,"-","-","Adenine","C5H5N5","-","M+H_[+1]","ISgroup_17_1_7",14420037.397561,0.0652200000000107
"HMDB00037",0,"7_24",372.19045,660.3,"Multiple","372.19192","Aldosterone","C21H28O5","360.193674006","2M+H+Na","ISgroup_7_13_20",4449316.7,0.19
"HMDB00037",0,"7_1",181.10514,413.5,"Multiple","181.10411","Aldosterone","C21H28O5","360.193674006","M+2H","ISgroup_7_11_11",1846222.7,0.105
"HMDB00037",0,"13_1",372.19044,606.1,"Multiple","372.19192","Aldosterone","C21H28O5","360.193674006","2M+H+Na","ISgroup_13_21_20",7889077.5,0.19
"HMDB00038",0,"16_1",303.11873,592.8,"Multiple","303.11761","Dihydrobiopterin","C9H13N5O3","239.101839307","M+ACN+Na","ISgroup_16_12_12",3611999.3,0.119
"HMDB00039",0,"17_35",86.06062,615.6,"Multiple","86.06004","Butyric acid","C4H8O2","88.0524295","M+2ACN+2H","ISgroup_17_24_7",5473296.1,0.061
"HMDB00039",0,"17_1",218.13864,259.1,"Multiple","218.13869","Butyric acid","C4H8O2","88.0524295","2M+ACN+H","ISgroup_17_2_14",117913733.7,0.139
"HMDB00039",0,"16_1",303.11873,592.8,"Multiple","303.12045","Butyric acid","C4H8O2","88.0524295","3M+K","ISgroup_16_12_12",3611999.3,0.119
"HMDB00039",0,"7_1",106.08667,464.3,"Multiple","106.08625","Butyric acid","C4H8O2","88.0524295","M+NH4","ISgroup_7_11_9",8223180.4,0.087
"HMDB00042",0,"7_12",181.0694,590.8,"Multiple","181.07066","Acetic acid","C2H4O2","60.021129372","3M+H","ISgroup_7_12_7",1776531.9,0.069
"HMDB00042",0,"4_1",143.0816,420.6,"Multiple","143.08151","Acetic acid","C2H4O2","60.021129372","M+2ACN+H","ISgroup_4_6_9",17642606.4,0.082
"HMDB00042",0,"11_1",181.06943,567.3,"Multiple","181.07066","Acetic acid","C2H4O2","60.021129372","3M+H","ISgroup_11_40_7",3318870,0.069
"HMDB00042",0,"7_2",143.08153,474.2,"Multiple","143.08151","Acetic acid","C2H4O2","60.021129372","M+2ACN+H","ISgroup_7_11_9",146255354.8,0.082
"HMDB00042",0,"10_1",181.06946,496,"Multiple","181.07066","Acetic acid","C2H4O2","60.021129372","3M+H","ISgroup_10_21_7",1281629.4,0.069
"HMDB00042",0,"7_1",143.08163,453.4,"Multiple","143.08151","Acetic acid","C2H4O2","60.021129372","M+2ACN+H","ISgroup_7_11_9",15323366,0.082
"HMDB00042",0,"9_1",102.05541,652.1,"Multiple","102.05496","Acetic acid","C2H4O2","60.021129372","M+ACN+H","ISgroup_9_33_6",2583091.3,0.055
"HMDB00043",9,"7_1",118.08645,345.7,"Multiple","118.08625","Betaine","C5H11NO2","117.078978601","M+H","ISgroup_7_9_9",4116585670.5,0.086
"HMDB00044",0,"17_1",130.05002,651.9,"Multiple","130.04987","Ascorbic acid","C6H8O6","176.032087988","M+2ACN+2H","ISgroup_17_25_6",13485436,0.05
"HMDB00044",0,"16_1",130.05002,599.4,"Multiple","130.04987","Ascorbic acid","C6H8O6","176.032087988","M+2ACN+2H","ISgroup_16_12_6",45747919,0.05
"HMDB00044",0,"7_1",194.06742,202.7,"Multiple","194.06591","Ascorbic acid","C6H8O6","176.032087988","M+NH4","ISgroup_7_4_7",972541.7,0.067
"HMDB00044",0,"8_1",159.02782,289.6,"Multiple","159.02939","Ascorbic acid","C6H8O6","176.032087988","M+H-H2O","ISgroup_8_11_3",8045635.4,0.028
"HMDB00048",0,"7_1",360.15015,606,"Multiple","360.15003","Melibiose","C12H22O11","342.116211546","M+NH4","ISgroup_7_12_16",4094981.2,0.15
"HMDB00050",9,"7_1",268.10411,213.6,"Multiple","268.10403","Adenosine","C10H13N5O4","267.096753929","M+H","ISgroup_7_4_11",157660140.9,0.104
"HMDB00053",0,"7_5",166.08634,474.2,"Multiple","166.08586","Androstenedione","C19H26O2","286.193280076","M+2Na","ISgroup_7_11_9",10841494.7,0.086
"HMDB00053",0,"17_1",166.08635,261.1,"Multiple","166.08586","Androstenedione","C19H26O2","286.193280076","M+2Na","ISgroup_17_2_9",24821223.4,0.086
"HMDB00053",0,"7_1",166.08636,418.3,"Multiple","166.08586","Androstenedione","C19H26O2","286.193280076","M+2Na","ISgroup_7_11_9",7152153.4,0.086
"HMDB00055",0,"7_1",360.15015,606,"Multiple","360.15003","Cellobiose","C12H22O11","342.116211546","M+NH4","ISgroup_7_12_16",4094981.2,0.15
"HMDB00056",9,"2_1",90.05551,539.5,"Multiple","90.05495","Beta-Alanine","C3H7NO2","89.047678473","M+H","ISgroup_2_23_6",7155610.6,0.056
"HMDB00056",9,"7_1",90.05551,611.4,"Multiple","90.05495","Beta-Alanine","C3H7NO2","89.047678473","M+H","ISgroup_7_12_6",10644370.3,0.056
"HMDB00056",9,"17_1",90.05551,580.5,"Multiple","90.05495","Beta-Alanine","C3H7NO2","89.047678473","M+H","ISgroup_17_22_6",8031004.6,0.056
"HMDB00060",0,"7_1",154.05328,264.6,"Multiple","154.05482","Acetoacetic acid","C4H6O3","102.031694058","3M+2H","ISgroup_7_6_6",13185458.2,0.053
"HMDB00060",0,"5_1",246.09723,495.6,"Multiple","246.09721","Acetoacetic acid","C4H6O3","102.031694058","2M+ACN+H","ISgroup_5_24_10",12035588.6,0.097
"HMDB00060",0,"7_24",246.09731,518.3,"Multiple","246.09721","Acetoacetic acid","C4H6O3","102.031694058","2M+ACN+H","ISgroup_7_12_10",7246894.9,0.097
"HMDB00060",0,"7_19",246.09737,455.4,"Multiple","246.09721","Acetoacetic acid","C4H6O3","102.031694058","2M+ACN+H","ISgroup_7_11_10",3839852.4,0.097
"HMDB00060",0,"17_1",120.06577,589.1,"Multiple","120.06552","Acetoacetic acid","C4H6O3","102.031694058","M+NH4","ISgroup_17_22_7",4659204.9,0.066
"HMDB00060",0,"15_1",185.0922,394.9,"Multiple","185.09207","Acetoacetic acid","C4H6O3","102.031694058","M+2ACN+H","ISgroup_15_11_10",10069500.9,0.092
"HMDB00062",26732.6732673268,"7_1",162.11253,403.4,"Multiple","162.11247","L-Carnitine","C7H15NO3","161.105193351","M+H","ISgroup_7_11_12",148634947.5,0.113
"HMDB00062",26732.6732673268,"7_1",163.11583,403.3,"-","-","L-Carnitine","C7H15NO3","-","M+H_[+1]","ISgroup_7_11_12",10571668.2,0.115829999999988
"HMDB00064",19,"17_1",132.07689,576.6,"Multiple","132.07675","Creatine","C4H9N3O2","131.069476547","M+H","ISgroup_17_22_8",119867817.1,0.077
"HMDB00068",0,"7_1",166.08636,418.3,"Multiple","166.08684","Epinephrine","C9H13NO3","183.089543287","M+H-H2O","ISgroup_7_11_9",7152153.4,0.086
"HMDB00068",0,"10_36",201.12344,558.3,"Multiple","201.12337","Epinephrine","C9H13NO3","183.089543287","M+NH4","ISgroup_10_26_13",584626.6,0.123
"HMDB00068",0,"17_1",166.08635,261.1,"Multiple","166.08684","Epinephrine","C9H13NO3","183.089543287","M+H-H2O","ISgroup_17_2_9",24821223.4,0.086
"HMDB00068",0,"10_1",214.06459,197.7,"Multiple","214.06573","Epinephrine","C9H13NO3","183.089543287","2M+Na+K","ISgroup_10_1_7",3926521.9,0.065
"HMDB00068",0,"7_5",166.08634,474.2,"Multiple","166.08684","Epinephrine","C9H13NO3","183.089543287","M+H-H2O","ISgroup_7_11_9",10841494.7,0.086
"HMDB00070",0,"16_1",149.06313,530.8,"Multiple","149.0642","Pipecolic acid","C6H11NO2","129.078978601","2M+H+K","ISgroup_16_9_7",3621761.1,0.063
"HMDB00070",0,"17_1",86.06062,615.6,"Multiple","86.06004","Pipecolic acid","C6H11NO2","129.078978601","M+ACN+2H","ISgroup_17_24_7",5473296.1,0.061
"HMDB00070",0,"17_34",147.11284,964.7,"Multiple","147.1128","Pipecolic acid","C6H11NO2","129.078978601","M+NH4","ISgroup_17_55_12",1762669.9,0.113
"HMDB00070",0,"9_1",149.0639,652.2,"Multiple","149.0642","Pipecolic acid","C6H11NO2","129.078978601","2M+H+K","ISgroup_9_33_7",2179781.5,0.064
"HMDB00073",0,"7_2",181.10196,263.5,"Multiple","181.10122","Dopamine","C8H11NO2","153.078978601","2M+3H2O+2H","ISgroup_7_6_11",4563859.1,0.102
"HMDB00073",0,"7_1",181.10201,246.5,"Multiple","181.10122","Dopamine","C8H11NO2","153.078978601","2M+3H2O+2H","ISgroup_7_6_11",6793672.3,0.102
"HMDB00073",0,"17_1",86.06062,615.6,"Multiple","86.06004","Dopamine","C8H11NO2","153.078978601","M+H+NH4","ISgroup_17_24_7",5473296.1,0.061
"HMDB00076",0,"7_1",172.07178,441.5,"Multiple","172.07167","Dihydrouracil","C4H6N2O2","114.042927446","3M+2H","ISgroup_7_11_8",478916.2,0.072
"HMDB00076",0,"17_1",156.07687,584.2,"Multiple","156.07675","Dihydrouracil","C4H6N2O2","114.042927446","M+ACN+H","ISgroup_17_22_8",11104526.1,0.077
"HMDB00076",0,"17_1",132.07689,576.6,"Multiple","132.07675","Dihydrouracil","C4H6N2O2","114.042927446","M+NH4","ISgroup_17_22_8",119867817.1,0.077
"HMDB00078",0,"7_1",131.05342,599.6,"Multiple","131.05443","Cysteinylglycine","C5H10N2O3S","178.041212886","M+2ACN+2H","ISgroup_7_12_6",2122729.5,0.053
"HMDB00079",26470.5882352941,"4_1",129.06603,500,"Multiple","129.06585","Dihydrothymine","C5H8N2O2","128.05857751","M+H","ISgroup_4_13_7",53216568.1,0.066
"HMDB00079",26470.5882352941,"4_1",130.06939,499.8,"-","-","Dihydrothymine","C5H8N2O2","-","M+H_[+1]","ISgroup_4_13_7",2488997.50243902,0.0693899999999985
"HMDB00085",9,"7_1",268.10411,213.6,"Multiple","268.10403","Deoxyguanosine","C10H13N5O4","267.096753929","M+H","ISgroup_7_4_11",157660140.9,0.104
"HMDB00086",9,"17_1",258.11023,579.5,"Multiple","258.1101","Glycerophosphocholine","C8H20NO6P","257.102823889","M+H","ISgroup_17_22_12",29682830.1,0.11
"HMDB00087",0,"15_1",174.13658,264,"Multiple","174.13671","Dimethylamine","C2H7N","45.057849229","3M+K","ISgroup_15_1_14",1715343.5,0.137
"HMDB00089",9,"2_1",244.0929,391.3,"Multiple","244.0928","Cytidine","C9H13N3O5","243.085520541","M+H","ISgroup_2_17_10",12122232.4,0.093
"HMDB00092",19,"17_1",104.07104,615.9,"Multiple","104.0706","Dimethylglycine","C4H9NO2","103.063328537","M+H","ISgroup_17_24_8",31795189.2,0.071
"HMDB00094",0,"7_29",223.0051,791.8,"Multiple","223.00319","Citric acid","C6H8O7","192.02700261","2M+Na+K","ISgroup_7_24_1",7219830.8,0.005
"HMDB00094",0,"7_1",138.04676,493.3,"Multiple","138.04733","Citric acid","C6H8O7","192.02700261","M+2ACN+2H","ISgroup_7_11_5",2531802,0.047
"HMDB00097",0,"6_1",168.12313,134.9,"Unique","168.12331","Choline","C5H14NO","104.107539075","M+ACN+Na","ISgroup_6_1_13",5670037.3,0.123
"HMDB00098",0,"10_1",168.08805,253.6,"Multiple","168.08665","D-Xylose","C5H10O5","150.05282343","M+NH4","ISgroup_10_5_9",968209.5,0.088
"HMDB00101",9,"8_1",252.1092,178,"Multiple","252.10912","Deoxyadenosine","C10H13N5O3","251.101839307","M+H","ISgroup_8_1_11",143279471.3,0.109
"HMDB00107",0,"5_1",246.09723,495.6,"Multiple","246.09481","Galactitol","C6H14O6","182.07903818","M+ACN+Na","ISgroup_5_24_10",12035588.6,0.097
"HMDB00108",0,"4_1",100.03979,500.5,"Multiple","100.03899","Ethanol","C2H6O","46.041864814","3M+Na+K","ISgroup_4_13_4",1163091.1,0.04
"HMDB00112",9,"17_1",104.07104,615.9,"Multiple","104.0706","Gamma-Aminobutyric acid","C4H9NO2","103.063328537","M+H","ISgroup_17_24_8",31795189.2,0.071
"HMDB00114",0,"13_1",117.04864,325.5,"Multiple","117.04849","Glycerylphosphorylethanolamine","C5H14NO6P","215.055873697","M+H+NH4","ISgroup_13_1_5",135324253.3,0.049
"HMDB00114",0,"13_1",233.08951,325.7,"Multiple","233.0897","Glycerylphosphorylethanolamine","C5H14NO6P","215.055873697","M+NH4","ISgroup_13_1_9",2226878.8,0.09
"HMDB00114",0,"7_1",293.99096,790.9,"Multiple","293.98947","Glycerylphosphorylethanolamine","C5H14NO6P","215.055873697","M+2K+H","ISgroup_7_24_100",8112826.2,0.991
"HMDB00115",0,"7_1",194.06742,202.7,"Multiple","194.06591","Glycolic acid","C2H4O3","76.016043994","2M+ACN+H","ISgroup_7_4_7",972541.7,0.067
"HMDB00115",0,"17_1",159.07654,645.1,"Multiple","159.07642","Glycolic acid","C2H4O3","76.016043994","M+2ACN+H","ISgroup_17_25_8",3740614.6,0.077
"HMDB00115",0,"7_38",126.02214,585,"Multiple","126.02231","Glycolic acid","C2H4O3","76.016043994","3M+H+Na","ISgroup_7_12_3",9052882,0.022
"HMDB00115",0,"4_1",159.07649,526.1,"Multiple","159.07642","Glycolic acid","C2H4O3","76.016043994","M+2ACN+H","ISgroup_4_14_8",4395731.1,0.076
"HMDB00118",0,"16_1",194.05642,581.8,"Multiple","194.05616","Homovanillic acid","C9H10O4","182.057908808","2M+H+Na","ISgroup_16_12_6",2414285.8,0.056
"HMDB00122",21,"7_1",181.0694,590.8,"Multiple","181.07066","D-Glucose","C6H12O6","180.063388116","M+H","ISgroup_7_12_7",1776531.9,0.069
"HMDB00122",21,"11_1",181.06943,567.3,"Multiple","181.07066","D-Glucose","C6H12O6","180.063388116","M+H","ISgroup_11_40_7",3318870,0.069
"HMDB00122",21,"10_1",181.06946,496,"Multiple","181.07066","D-Glucose","C6H12O6","180.063388116","M+H","ISgroup_10_21_7",1281629.4,0.069
"HMDB00123",9,"12_1",76.03997,627.3,"Multiple","76.0393","Glycine","C2H5NO2","75.032028409","M+H","ISgroup_12_32_4",5250723.2,0.04
"HMDB00128",9,"7_5",118.06157,625,"Multiple","118.0611","Guanidoacetic acid","C3H7N3O2","117.053826483","M+H","ISgroup_7_13_7",1748406.4,0.062
"HMDB00131",0,"7_3",175.10781,551.7,"Multiple","175.10772","Glycerol","C3H8O3","92.047344122","M+2ACN+H","ISgroup_7_12_11",918150.6,0.108
"HMDB00131",0,"9_1",175.10786,394.7,"Multiple","175.10772","Glycerol","C3H8O3","92.047344122","M+2ACN+H","ISgroup_9_10_11",17952881.4,0.108
"HMDB00131",0,"7_1",134.08126,528,"Multiple","134.08117","Glycerol","C3H8O3","92.047344122","M+ACN+H","ISgroup_7_12_9",2963083.7,0.081
"HMDB00132",27000,"4_1",152.05673,403.3,"Multiple","152.05669","Guanine","C5H5N5O","151.049409807","M+H","ISgroup_4_5_6",272928839,0.057
"HMDB00132",27000,"4_1",153.06008,403.3,"-","-","Guanine","C5H5N5O","-","M+H_[+1]","ISgroup_4_5_7",14279827.0170732,0.0600799999999992
"HMDB00133",9,"2_1",284.09894,447.2,"Multiple","284.09894","Guanosine","C10H13N5O5","283.091668551","M+H","ISgroup_2_18_10",5479278.4,0.099
"HMDB00134",0,"4_1",100.03979,500.5,"Multiple","100.03931","Fumaric acid","C4H4O4","116.010958616","M+2ACN+2H","ISgroup_4_13_4",1163091.1,0.04
"HMDB00134",0,"7_1",134.04493,668,"Multiple","134.04478","Fumaric acid","C4H4O4","116.010958616","M+NH4","ISgroup_7_13_5",3843741.6,0.045
"HMDB00139",0,"9_1",148.06048,652.1,"Multiple","148.06043","Glyceric acid","C3H6O4","106.02660868","M+ACN+H","ISgroup_9_33_7",46510449.8,0.06
"HMDB00139",0,"4_1",148.0605,620.1,"Multiple","148.06043","Glyceric acid","C3H6O4","106.02660868","M+ACN+H","ISgroup_4_23_7",1760828.4,0.06
"HMDB00142",0,"7_1",134.04493,668,"Multiple","134.04478","Formic acid","CH2O2","46.005479308","2M+ACN+H","ISgroup_7_13_5",3843741.6,0.045
"HMDB00142",0,"4_1",129.06603,500,"Multiple","129.06586","Formic acid","CH2O2","46.005479308","M+2ACN+H","ISgroup_4_13_7",53216568.1,0.066
"HMDB00143",15,"10_1",181.06946,496,"Multiple","181.07066","D-Galactose","C6H12O6","180.063388116","M+H","ISgroup_10_21_7",1281629.4,0.069
"HMDB00143",15,"11_1",181.06943,567.3,"Multiple","181.07066","D-Galactose","C6H12O6","180.063388116","M+H","ISgroup_11_40_7",3318870,0.069
"HMDB00143",15,"7_1",181.0694,590.8,"Multiple","181.07066","D-Galactose","C6H12O6","180.063388116","M+H","ISgroup_7_12_7",1776531.9,0.069
"HMDB00148",9,"9_1",148.06048,652.1,"Multiple","148.06043","L-Glutamic acid","C5H9NO4","147.053157781","M+H","ISgroup_9_33_7",46510449.8,0.06
"HMDB00148",9,"4_1",148.0605,620.1,"Multiple","148.06043","L-Glutamic acid","C5H9NO4","147.053157781","M+H","ISgroup_4_23_7",1760828.4,0.06
"HMDB00149",0,"7_1",93.07432,581.4,"Multiple","93.07348","Ethanolamine","C2H7NO","61.052763851","M+3ACN+2H","ISgroup_7_12_8",7689895.6,0.074
"HMDB00150",0,"7_1",196.08301,243.3,"Multiple","196.08156","Gluconolactone","C6H10O6","178.047738052","M+NH4","ISgroup_7_6_9",4308799.8,0.083
"HMDB00151",0,"4_1",159.07649,526.1,"Multiple","159.07803","Estradiol","C18H24O2","272.177630012","M+2Na","ISgroup_4_14_8",4395731.1,0.076
"HMDB00151",0,"17_1",159.07654,645.1,"Multiple","159.07803","Estradiol","C18H24O2","272.177630012","M+2Na","ISgroup_17_25_8",3740614.6,0.077
"HMDB00151",0,"5_1",303.15495,467.6,"Multiple","303.15382","Estradiol","C18H24O2","272.177630012","2M+Na+K","ISgroup_5_23_16",1318998.7,0.155
"HMDB00153",0,"7_1",156.08496,438.7,"Multiple","156.08452","Estriol","C18H24O3","288.172544634","M+H+Na","ISgroup_7_11_9",11678064.8,0.085
"HMDB00156",0,"4_1",152.05673,403.3,"Multiple","152.05535","L-Malic acid","C4H6O5","134.021523302","M+NH4","ISgroup_4_5_6",272928839,0.057
"HMDB00156",0,"2_1",152.05674,448.5,"Multiple","152.05535","L-Malic acid","C4H6O5","134.021523302","M+NH4","ISgroup_2_18_6",6658746.2,0.057
"HMDB00157",9,"2_6",137.04586,356.4,"Multiple","137.04579","Hypoxanthine","C5H4N4O","136.03851077","M+H","ISgroup_2_15_5",35805216.9,0.046
"HMDB00157",9,"2_1",137.04588,289.5,"Multiple","137.04579","Hypoxanthine","C5H4N4O","136.03851077","M+H","ISgroup_2_10_5",123536690.6,0.046
"HMDB00157",9,"7_1",137.04591,251.8,"Multiple","137.04579","Hypoxanthine","C5H4N4O","136.03851077","M+H","ISgroup_7_6_5",2472300,0.046
"HMDB00158",18,"17_1",182.08127,492.5,"Multiple","182.08117","L-Tyrosine","C9H11NO3","181.073893223","M+H","ISgroup_17_16_9",6732136.9,0.081
"HMDB00159",9,"7_1",166.08636,418.3,"Multiple","166.08625","L-Phenylalanine","C9H11NO2","165.078978601","M+H","ISgroup_7_11_9",7152153.4,0.086
"HMDB00159",9,"7_5",166.08634,474.2,"Multiple","166.08625","L-Phenylalanine","C9H11NO2","165.078978601","M+H","ISgroup_7_11_9",10841494.7,0.086
"HMDB00159",9,"17_1",166.08635,261.1,"Multiple","166.08625","L-Phenylalanine","C9H11NO2","165.078978601","M+H","ISgroup_17_2_9",24821223.4,0.086
"HMDB00161",9,"2_1",90.05551,539.5,"Multiple","90.05495","L-Alanine","C3H7NO2","89.047678473","M+H","ISgroup_2_23_6",7155610.6,0.056
"HMDB00161",9,"7_1",90.05551,611.4,"Multiple","90.05495","L-Alanine","C3H7NO2","89.047678473","M+H","ISgroup_7_12_6",10644370.3,0.056
"HMDB00161",9,"17_1",90.05551,580.5,"Multiple","90.05495","L-Alanine","C3H7NO2","89.047678473","M+H","ISgroup_17_22_6",8031004.6,0.056
"HMDB00162",21,"17_1",116.07089,449.1,"Multiple","116.0706","L-Proline","C5H9NO2","115.063328537","M+H","ISgroup_17_12_8",96049652.9,0.071
"HMDB00163",0,"7_1",360.15015,606,"Multiple","360.15003","D-Maltose","C12H22O11","342.116211546","M+NH4","ISgroup_7_12_16",4094981.2,0.15
"HMDB00167",25,"17_1",120.06577,589.1,"Multiple","120.06552","L-Threonine","C4H9NO3","119.058243159","M+H","ISgroup_17_22_7",4659204.9,0.066
"HMDB00169",18,"10_1",181.06946,496,"Multiple","181.07066","D-Mannose","C6H12O6","180.063388116","M+H","ISgroup_10_21_7",1281629.4,0.069
"HMDB00169",18,"7_1",181.0694,590.8,"Multiple","181.07066","D-Mannose","C6H12O6","180.063388116","M+H","ISgroup_7_12_7",1776531.9,0.069
"HMDB00169",18,"11_1",181.06943,567.3,"Multiple","181.07066","D-Mannose","C6H12O6","180.063388116","M+H","ISgroup_11_40_7",3318870,0.069
"HMDB00172",25714.2857142857,"8_1",132.10201,476.4,"Multiple","132.1019","L-Isoleucine","C6H13NO2","131.094628665","M+H","ISgroup_8_26_11",534401891,0.102
"HMDB00172",25714.2857142857,"8_1",133.10538,476.5,"-","-","L-Isoleucine","C6H13NO2","-","M+H_[+1]","ISgroup_8_26_11",33905553.8097561,0.105379999999997
"HMDB00172",25714.2857142857,"8_1",134.10618,476.9,"-","-","L-Isoleucine","C6H13NO2","-","M+H_[+2]","ISgroup_8_26_11",1403676.49512195,0.106179999999995
"HMDB00174",0,"11_1",206.1025,588.2,"Multiple","206.1023","L-Fucose","C6H12O5","164.068473494","M+ACN+H","ISgroup_11_40_11",4053367.6,0.102
"HMDB00176",0,"4_1",100.03979,500.5,"Multiple","100.03931","Maleic acid","C4H4O4","116.010958616","M+2ACN+2H","ISgroup_4_13_4",1163091.1,0.04
"HMDB00176",0,"7_1",134.04493,668,"Multiple","134.04478","Maleic acid","C4H4O4","116.010958616","M+NH4","ISgroup_7_13_5",3843741.6,0.045
"HMDB00177",18,"17_1",156.07687,584.2,"Multiple","156.07675","L-Histidine","C6H9N3O2","155.069476547","M+H","ISgroup_17_22_8",11104526.1,0.077
