"feature","mzmed","rtmed","BMIS","BMIS_avg"
"FT480",404.206703046453,95.1576080322266,"Betaine, 13C5-15N",883632.573907864
"FT481",411.78001142825,178.807876586914,"None",3528090.9844192
"FT482",413.778217309611,178.807876586914,"None",6493875.61691715
"FT483",415.776327439918,179.908325195312,"None",4160779.86534657
"FT484",416.051689134364,634.938049316406,"Arsenobetaine, 13C2",1126193.26725057
"FT485",418.159797001607,654.224304199219,"Arsenobetaine, 13C2",1873304.79596373
"FT486",432.280431522781,105.772827148438,"Arsenobetaine, 13C2",2814485.65236524
"FT487",433.094421444272,229.119506835938,"Betaine, 13C5-15N",1898696.10641372
"FT489",448.899301482023,784.465698242188,"None",10026017.6984996
"FT490",465.925970384028,783.605163574219,"None",190522358.48235
"FT493",476.306603939134,104.382026672363,"Arsenobetaine, 13C2",1223392.6914976
"FT496",481.903527873632,784.141052246094,"Betaine, 13C5-15N",18224710.5540791
"FT497",518.084845271389,212.8828125,"DL-Histidine, 15N",1205860.46892248
"FT498",580.919880272117,784.065795898438,"None",61374487.0297427
"FT504",596.897496352574,784.355285644531,"Betaine, 13C5-15N",9542230.28769691
"FT505",695.913953793527,783.363098144531,"None",49941837.2779783
"FT508",707.997626824999,783.600952148438,"Arsenobetaine, 13C2",38133654.8570886
"FT510",711.891642895109,784.141052246094,"Betaine, 13C5-15N",6083263.16443522
"FT511",810.907804976867,783.865844726562,"Adenine, 15N2",17773878.4750806
"FT513",822.991538489709,783.511169433594,"Arsenobetaine, 13C2",17090693.0602816
"FT515",881.487093833047,783.180236816406,"Cytosine, 13C2-15N3",1528262.24519383
