"feature","mzmed","rtmed","avgarea","formula"
"FT0361",133.084060085652,246.846282958984,1187504.71915318,"C2H8N6O"
"FT0362",133.086041221617,130.155624389648,1999619.64695768,"C6H12O3"
"FT0363",133.097295147392,864.733154296875,2239879.91433308,"C5H12N2O2"
"FT0364",133.098988438956,342.176148,7265396.01411924,""
"FT0368",133.105323139899,350.481018066406,1589000.80241224,"C7H16S"
"FT0369",133.138457797234,132.995155334473,20701678.5061183,""
"FT0372",134.032584165746,323.957763671875,1408896.83138845,""
"FT0374",134.044943248842,665.905364990234,3977077.42502264,"C4H7NO4"
"FT0375",134.063545146221,121.23802947998,269530.417555176,"C5H11NOS"
"FT0376",134.081029407001,572.613220214844,1195298.26945309,"C5H11NO3"
"FT0377",134.081276751596,527.658325195312,3541623.76143892,"C5H11NO3"
"FT0378",134.090349978778,247.881637573242,1921407.52517956,""
"FT0380",134.117625365784,556.92724609375,326489.444208605,"C6H15NO2"
"FT0381",134.1418220705,133.42227935791,1379045.74990223,""
"FT0382",134.144728100568,139.96607208252,3136742.03472516,""
"FT0384",135.030268270691,401.883229445313,2864329.24413517,"C5H2N4O; C5H10S2"
"FT0386",135.047465931711,492.605987548828,1132558762.08733,"C5H10O2S"
"FT0387",135.05545386142,655.364685058594,565357.008008322,"C7H6N2O"
"FT0388",135.096715264812,251.062316894531,1367908.36439658,""
"FT0389",136.042651242433,666.583068847656,747885.898176402,"C4H9NO2S"
"FT0392",136.050689582034,357.821319580078,4424962.18913146,"C6H5N3O"
"FT0393",136.061873030384,231.491088867188,219632090.477149,"C5H5N5"
"FT0394",136.061825897788,179.568389892578,38452807.8742662,"C5H5N5"
"FT0395",136.075764830573,466.641841727539,4144395.48438951,"C8H9NO"
"FT0396",136.157253235361,138.053787231445,1321502.44717843,""
"FT0397",136.994277941822,246.660873413085,1693140.05034579,"C2H5N2OPS"
"FT0398",137.026754467851,342.66650390625,2106256.15829861,"C4H8O3S; C6H5N2P"
"FT0400",137.045881749343,288.811752319336,116763149.783255,"C5H4N4O"
"FT0401",137.045852419685,354.358459472656,33744025.949601,"C5H4N4O; C5H12S2"
"FT0402",137.04589713765,252.136383056641,3454192.17501551,"C5H4N4O; C5H12S2"
"FT0403",137.045835440267,243.051544189453,2424230.51697322,"C5H4N4O; C5H12S2"
"FT0406",137.058950453341,231.506042480469,9788264.59236855,"C2H9N4OP; C6H6N3O; C8H8O2"
"FT0408",137.063160029834,558.285736083984,1892956.06978372,"C5H12O2S"
"FT0409",137.063102123307,763.440032958984,5801294.72202122,"C5H12O2S"
"FT0411",137.065153639675,193.531524658203,3779520.38822019,"C5H14P2"
"FT0412",137.163500969547,132.505035400391,61289963.3567958,""
"FT0413",137.983199384374,793.427062988281,19420853.5826022,""
"FT0414",137.983891189558,1191.01000976562,11318158.4532979,""
"FT0415",138.027626181848,402.499176025391,2028372.75508012,""
"FT0416",138.042890646236,290.495193481445,1891153.93936707,"C2H8N3O2P; C6H5N2O2"
"FT0420",138.055048278604,259.990432739258,433441206.834661,"C7H7NO2"
"FT0421",138.055021255393,378.888580322266,228899988.069687,"C7H7NO2"
"FT0422",138.05586704461,231.491088867188,493523873.210489,"C7H7NO2"
"FT0423",138.13655090332,389.611633300781,326764.813173363,""
"FT0425",138.169783638356,133.42227935791,1762167.43876048,""
"FT0426",139.017960949167,765.671875,57508835.770843,"C2H8N2OP2; C2H6N2O3S"
"FT0427",139.017962137784,1161.59637451172,109781712.086597,"C2H8N2OP2; C2H6N2O3S"
"FT0428",139.017894237185,471.06413269043,50971327.4407256,"C2H8N2OP2; C2H6N2O3S; C4H3N4P"
"FT0429",139.017973787162,136.959350585938,15556132.6048565,"C2H8N2OP2; C2H6N2O3S"
"FT0430",139.030372796242,324.212524414062,4650963.50969874,"C7H7OP; C3H8NO3S"
"FT0431",139.050278247372,190.335815429688,9176563.53865246,"C6H6N2O2"
"FT0432",139.050263598569,400.963256835938,118907215.648465,"C6H6N2O2"
"FT0433",139.050301847259,469.859710693359,2981348.38301047,"C6H6N2O2"
"FT0434",139.052126309112,261.282806396484,1522107.70111049,"C4H11O3P"
"FT0435",139.052934476834,231.51936340332,6055347.17168811,"C3H10N2O2S; C4H11O3P"
"FT0439",139.142823461595,364.199279785156,4500570.97965989,""
"FT0440",140.00427632957,467.157852172852,7093983.63408521,""
"FT0441",140.034333854719,667.179595947266,739627.89166616,"C6H5NO3"
"FT0442",140.037624371239,433.550628662109,6332228.55248023,"C3H9NO3S; C5H6N3P; C7H8OP"
"FT0443",140.037640466826,645.796325683594,2580016.80688578,"C3H9NO3S; C5H6N3P; C7H8OP"
"FT0444",140.047178752692,587.938110351562,548413.635974101,"C3H10NO3P; C7H7O3"
"FT0446",140.053557207857,402.772216796875,8532565.32502865,"C7H9NS"
"FT0447",140.053587508294,190.385902404785,522038.288684226,"C7H9NS"
"FT0449",140.05914374681,259.836120605469,1005626.23260515,"C2H10N3O2P"
"FT0450",140.061858383945,259.564300537109,655666.030632651,"C11H7; C7H10NP"
"FT0451",140.068160607288,344.086761474609,3920969.80054213,"C3H5N7"
"FT0453",141.0311918215,385.812469482422,4024204.148713,"C3H9O4P"
"FT0454",141.046997873325,215.4677734375,6208622.78378405,"C7H9OP; C6H8N2S"
"FT0455",141.06592018411,342.201263427734,14860304.0024725,"C6H8N2O2; H9N6OP"
