"feature","mzmed","rtmed","avgarea","formula"
"FT0456",141.113519632193,228.852111816406,1338246.27757224,"C6H12N4"
"FT0457",142.00732572528,576.078094482422,5729854.21760126,"C4H3N3OS"
"FT0459",142.122703175302,124.782371520996,822795.656647252,"C8H15NO"
"FT0460",142.122727940927,174.835510253906,2940368.41668853,"C8H15NO"
"FT0463",143.081577011426,243.279937744141,6040642.02203979,"C6H10N2O2"
"FT0464",143.081601726115,419.275909423828,18049128.4801852,"C6H10N2O2"
"FT0465",143.081582997709,454.807556152344,246368324.702745,"C6H10N2O2"
"FT0466",143.117939521592,471.897644042969,306952.662333675,"C7H14N2O"
"FT0467",144.065523112202,524.248840332031,687337.658687011,"C6H9NO3"
"FT0468",144.065561158165,401.633331298828,1317247.13789934,"C6H9NO3"
"FT0472",144.084961570621,258.792282104492,1259390.58309229,"C7H13NS"
"FT0473",144.101971792564,300.064331054688,80690954.573954,"C7H13NO2"
"FT0474",144.101976014885,461.677001953125,37046711.0057674,"C7H13NO2"
"FT0475",144.101942780265,483.528747558594,8976103.37092482,"C7H13NO2"
"FT0476",144.113184319007,556.744110107422,399225.410743316,"C6H13N3O"
"FT0477",144.982186527553,184.183464050293,158090977.535419,"C2H2N4P2; C2N4O2S"
"FT0478",144.98220146582,460.654586791992,39260967.330029,"C2H2N4P2; C2N4O2S"
"FT0479",144.982199069076,424.384552001953,81157575.5179088,"C2H2N4P2; C2N4O2S"
"FT0480",145.001089878184,577.015808105469,1837355.67599566,"C5H6NS2"
"FT0481",145.049594750917,602.313354492188,1216201.27289824,"C6H8O4"
"FT0482",145.049620505832,446.113235473633,1449337.52889794,"C6H8O4"
"FT0483",145.060858843864,524.709228515625,2109492.72613535,"C5H8N2O3"
"FT0484",145.060849828326,625.354217529297,672119.244644229,"C5H8N2O3"
"FT0485",145.085659120918,476.237106323243,5810376.99710426,"C7H12O3; C5H10N3O2"
"FT0486",145.085947078928,130.882217407227,1761593.39161855,"C7H12O3"
"FT0490",145.105365352627,486.521697998047,496405.985209528,"C8H16S"
"FT0491",145.979231327717,183.380249023438,987403.527354066,""
"FT0493",146.060068673654,139.215270996094,4142507.31557422,"C9H7NO"
"FT0494",146.081166399421,465.470489501953,6560638.16397166,"C6H11NO3"
"FT0495",146.081180765327,212.935791015625,7300404.25187998,"C6H11NO3"
"FT0496",146.092457199432,590.139953613281,2885328.51896063,"C5H11N3O2"
"FT0497",146.093342562058,261.464920043945,1501756.09602576,"C7H13O3; C5H11N3O2"
"FT0498",146.117593851504,497.132238,155657837.091438,"C7H15NO2"
"FT0499",146.117635638422,407.100769042969,74893720.1069923,"C7H15NO2"
"FT0500",146.11762635169,256.761688232422,1522155.35076136,"C7H15NO2"
"FT0501",146.980368551832,183.6240234375,71399527.8937195,"C2H2N4S2"
"FT0502",146.980377336613,460.703735351562,19291326.0379141,"C2H2N4S2"
"FT0503",146.980403180434,424.128479003906,35971325.3845147,"C2H2N4S2"
"FT0504",147.044152971759,465.632629394531,456359.094628873,"C9H6O2; C2H6N6S"
"FT0505",147.047488370932,415.987060546875,26381281.2156338,"C6H10O2S"
"FT0506",147.04744369463,494.387176513672,1004315.6418654,"C6H10O2S"
"FT0507",147.076453553814,596.982299804688,78402597.6676547,"C5H10N2O3"
"FT0508",147.099655488741,529.984313964844,2788387.63424655,"C3H10N6O"
"FT0509",147.099650514282,522.810607910156,2992189.94138217,"C3H10N6O"
"FT0510",147.112844926428,964.076293945312,2629703.37838771,"C6H14N2O2"
"FT0511",147.114560967628,496.534927368164,2843255.82655519,""
"FT0513",147.12087784676,407.979751586914,6042828.21917586,"C8H18S"
"FT0514",147.931170944497,119.975452423096,1006117.98315187,""
"FT0516",148.042786967346,482.562241474609,1523367.53384804,"C5H9NO2S"
"FT0517",148.04271363863,577.406005859375,1142894.56728337,"C5H9NO2S"
"FT0518",148.048153454473,262.709350585938,6562152.70003859,""
"FT0520",148.060478418511,648.264801025391,37122530.1438073,"C5H9NO4"
"FT0522",148.096852690435,409.654937744141,57246890.6461472,"C6H13NO3"
"FT0523",148.096833187104,158.850769042969,1181106.35817953,"C6H13NO3"
"FT0524",148.105902856653,532.545440673828,37904767.596329,""
"FT0525",148.10586243402,530.163940429688,56886272.5538537,""
"FT0526",148.121538444766,497.649383544922,1659438.38034808,""
"FT0527",148.124558323675,496.804534912109,844253.981273386,"C11H15; C7H18NP"
"FT0528",149.026732672638,527.287750244141,2463604.0873774,"C5H8O3S; C7H5N2P"
"FT0530",149.063144056389,528.403747558594,4335776.40373189,"C6H12O2S"
"FT0535",149.930832537793,122.714950561523,1070569.06854933,""
"FT0536",150.022000391109,392.21923828125,28929546.7156703,"C4H7NO3S; C6H4N3P"
"FT0537",150.0583796064,359.691284179688,13029951.3911221,"C5H11NO2S"
"FT0538",150.077512905434,298.381896972656,2088625.63296452,"C6H7N5"
"FT0539",150.077382111905,190.863510131835,163315949.148317,"C6H7N5"
"FT0540",150.085339782986,206.911542,1189414.56870225,""
"FT0541",150.112556805637,196.032455444336,12950493.3733576,"C6H15NO3"
"FT0542",151.042380815546,513.945251464844,1733425.65558729,"C5H10O3S; C7H7N2P; C11H4N"
"FT0543",151.042370777659,479.819427490234,2942197.72322161,"C5H10O3S; C7H7N2P; C11H4N"
"FT0544",151.061534276092,482.533233642578,520677.070853405,"C6H6N4O; C6H14S2"
"FT0545",151.061527195498,578.364959716797,281405.617812761,"C6H6N4O; C6H14S2"
"FT0546",151.061670868627,376.036529541016,1245441.93638788,"C6H6N4O; C6H14S2"
"FT0549",151.096566389158,137.213439941406,16162268.0814227,"C6H14O4"
"FT0550",151.14419589026,311.769790649414,189238631.039399,""
"FT0551",152.053921055365,377.222717285156,1739002.5986484,"C8H9NS"
"FT0552",152.056739332855,401.886962890625,257248716.176864,"C5H13NS2; C5H5N5O"
"FT0553",152.056753082662,444.169067382812,9078859.90075247,"C5H5N5O; C5H13NS2"
"FT0554",152.056745821968,341.283569335938,4005160.05526662,"C5H5N5O; C5H13NS2"
"FT0556",152.070667448376,131.184310913086,27940378.3459846,"C8H9NO2"
"FT0557",152.07066871347,459.771118164062,27458936.3241294,"C8H9NO2"
"FT0558",152.070673038299,323.227111816406,32232747.7503411,"C8H9NO2"
"FT0559",152.073941290742,465.295074462891,1210822.50870311,"C5H13NO2S; C9H12P"
"FT0561",152.983140419303,556.852844238281,65712203.6267978,"C3H7NPS2; C7H4S2"
"FT0562",153.040744219036,401.123977661133,918221.382847385,"C5H4N4O2; C5H12OS2"
"FT0563",153.054251484907,401.5634765625,8012866.02229603,"C8H8O3; C4H11NO3P; C6H6N3O2"
"FT0565",153.060071693703,435.565963745117,548825.287748655,"C8H10NS; C5H14OP2; C4H13N2PS"
"FT0566",153.073871609771,193.895782470703,25099454.9129591,"C9H12S"
"FT0567",153.073996929184,132.343017578125,2429987.72032239,"C9H12S"
"FT0569",154.016848928757,655.026458740234,2673908.968371,"C3H7NO4S; C5H4N3OP"
"FT0570",154.053281069964,264.474456787109,12722121.6287088,"C4H11NO3S"
"FT0571",154.057228462179,401.586669921875,2021666.16341417,"C3H12N3PS"
"FT0572",154.072349046593,453.327743530273,985264.062047626,"C5H7N5O"
"FT0574",154.080290665009,197.049133300781,1212806.59537397,"C9H13S"
"FT0576",155.054131802057,401.883229445313,95302941.5583495,"C4H10O6"
"FT0577",155.056687215153,263.831176757812,472170.092941974,"C5H6N4O2; C5H14OS2; C7H8NO3"
"FT0578",155.081561037225,280.344421386719,1464622.9137451,"C7H10N2O2"
"FT0579",155.081532277185,437.824310302734,151888237.261947,"C7H10N2O2"
"FT0580",155.981911857654,1172.87194824218,9769916.74819933,"C5H3N2S2"
"FT0583",156.076870750385,581.584228515625,10881574.0425725,"C6H9N3O2"
"FT0586",157.041924512789,444.331466674805,436648.28244163,"H9N6PS; C7H9O2P; C6H8N2OS"
"FT0587",157.07391189395,580.82470703125,16665689.2892937,"C7H10NO3"
"FT0588",157.080078125,576.703063964844,1221250.14300848,"C7H12N2S"
"FT0589",157.097271465585,347.669738769531,13067728.4759559,"C7H12N2O2"
"FT0590",157.169972916358,488.070465087891,3773520.02976308,"C9H20N2"
"FT0591",158.044827458905,663.327819824219,11108029.0082601,"C6H7NO4"
"FT0592",158.060064184533,130.678512573242,2251052.53613397,"C10H7NO"
"FT0593",158.077308863454,581.263488769531,932340.45042428,""
"FT0594",158.081275161022,392.9345703125,8358558.76089401,"C7H11NO3"
"FT0595",158.081176999407,577.1630859375,1012345.00849952,"C7H11NO3"
"FT0596",158.117628592403,365.231811523438,1003614.8365198,"C8H15NO2"
"FT0597",158.117653738812,446.133331298828,5120240.99608206,"C8H15NO2"
"FT0598",158.117658140165,258.068237304688,3143673.45988837,"C8H15NO2"
"FT0599",158.11764757025,126.709037780762,2007703.62233394,"C8H15NO2"
"FT0600",158.981079018802,570.626953125,7033777.62925295,"C2H10P4"
"FT0601",159.017109647603,575.162466,17519086.8975126,"C6H8NS2"
"FT0602",159.027816527469,289.085052490234,8194699.11918628,"C4H4N3O4; C6H6O5"
"FT0603",159.076491818303,524.363464355469,4658085.31741361,"C6H10N2O3"
"FT0604",159.076496429103,576.84326171875,13978710.3426797,"C6H10N2O3"
"FT0605",159.076545479901,642.016723632812,3451021.60962156,"C6H10N2O3"
"FT0606",159.1016152662,127.670692443847,1954524.14012207,"C8H14O3"
"FT0607",160.031167740705,288.595886230469,487775.302911347,"C13H3; C5H7N2O2S"
"FT0608",160.037132123928,259.751586914062,596537.644597266,"C6H7O5; C5HN7"
"FT0610",160.079796624405,641.628479003906,259186.740571809,"C7H13NOS"
"FT0611",160.096902462821,417.821441650391,239030239.170682,"C7H13NO3"
"FT0612",160.096919059788,370.884887695312,24584793.1642084,"C7H13NO3"
"FT0613",160.096908592646,478.981140136719,18521536.95995,"C7H13NO3"
"FT0614",160.096869627571,325.843048095703,3181266.1360537,"C7H13NO3"
"FT0615",160.133322761066,496.185256958007,4191524.92020623,"C8H17NO2"
"FT0616",160.133296871668,430.595184326172,9074707.90183475,"C8H17NO2"
"FT0617",160.133285522461,123.964263916016,554869.73579365,"C8H17NO2"
"FT0618",161.005149180865,202.677444458008,414974.652401982,"CN6O4; C9H4OS"
"FT0620",161.063093048225,900.828308105469,1293910.66960494,"C7H12O2S"
"FT0621",161.063143808035,468.971145629882,4397411.81287435,"C7H12O2S"
"FT0622",161.063084038221,553.691223144531,1746158.29335282,"C7H12O2S"
"FT0623",161.092124641027,506.774963378906,1122954.10560267,"C6H12N2O3"
"FT0624",161.09389010901,421.08740234375,5210149.18364471,""
"FT0627",161.100234678603,479.389831542969,1268118.25960306,"C8H16OS"
"FT0629",161.970448059436,794.20428,8492358.60612633,"H3NO7S"
"FT0630",161.998821102269,1209.56213378906,7718345.81234457,"C3H5N3OP2"
"FT0631",162.076158850506,569.683654785156,4191552.39847589,"C6H11NO4"
"FT0632",162.076192820485,659.79096165039,549917.458698252,"C6H11NO4"
"FT0634",162.112520955115,492.590240478516,135653796.591981,"C7H15NO3"
"FT0635",162.112531827434,402.470611572266,140290386.861654,"C7H15NO3"
"FT0636",162.112547019652,316.946685791016,12859328.9742311,"C7H15NO3"
"FT0637",163.032871628009,1190.30688476562,10058727.2120572,"C8H6N2S"
"FT0638",163.050216674805,670.615966796875,6920648.26033411,"C8H6N2O2"
"FT0639",163.107805421339,869.506195068359,7224429.39226079,"C6H14N2O3"
"FT0642",163.13293640683,104.705360412598,890200.199933744,"C8H18O3"
"FT0643",164.056771080056,356.899047851562,2197064.47682629,"C6H5N5O; C6H13NS2"
"FT0644",164.066893829343,767.572479248047,272070171.224911,"C6H11O5"
"FT0645",164.093118963306,159.509590148925,1017537.34675913,"C7H9N5"
"FT0646",164.100936139862,211.509490966797,1940341.29703579,""
"FT0647",164.100898000619,438.885070800781,424640.719040952,""
"FT0648",164.126128356899,515.909729003906,827998.16959203,"C3H13N7O"
"FT0649",164.128210525756,557.916717529297,1102459.18443138,"C7H17NO3"
"FT0650",164.959839633259,546.619384765625,10913587.3754478,"C2N2O5S; C4H5OPS2; C3H4N2S3"
"FT0651",165.008421079958,183.650817871094,1042827.24913442,"C2H4N4O3S"
"FT0652",165.021643798018,274.135894775391,3515707.33181326,"C5H8O4S; C7H5N2OP"
"FT0653",165.054720655725,470.428787231446,1664805.13419715,"C9H8O3; C2H8N6OS"
"FT0654",165.058159387894,415.091491699219,45899166.25194,"C6H12O3S"
"FT0655",165.058130563602,520.5498046875,964856.770166303,"C6H12O3S; C8H9N2P"
"FT0658",165.194837327907,129.872138977051,453476.721114792,""
"FT0660",166.046285268051,768.882141113281,17839284.6384015,"C4H11N3S2; C3H7N3O5; C4H3N7O"
"FT0661",166.046293892891,468.998107910156,23188862.1779855,"C4H11N3S2; C3H7N3O5; C4H3N7O"
"FT0662",166.046326643738,1176.0902709961,23530404.0022484,"C4H11N3S2; C3H7N3O5; C4H3N7O"
"FT0663",166.046258418395,139.638595581055,4532185.55674097,"C3H7N3O5; C4H11N3S2; C4H3N7O"
"FT0664",166.053237915039,534.649353027344,5791387.45991764,"C5H11NO3S; C7H8N3P"
"FT0665",166.061416118786,415.515487670898,1853234.70241228,"C7H7N3O2; C9H9O3"
"FT0667",166.086348736024,473.458953857422,10850040.6145642,"C9H11NO2"
"FT0668",166.086349870239,262.621704101562,21260592.0574626,"C9H11NO2"
"FT0669",166.086361076889,417.442504882812,7691507.73604642,"C9H11NO2"
"FT0670",166.122647939212,197.982391357422,99023902.7904015,"C10H15NO"
"FT0671",166.956937193723,543.226440429688,9461345.19344711,"C2H2N2O3S2"
"FT0672",167.03729336472,348.101974487305,32902360.5860573,"C5H10O4S; C7H7N2OP"
"FT0675",167.089530196074,262.072784423828,1742595.42433655,"C10H14S"
"FT0676",167.089537326777,473.362945556641,764781.49649799,"C10H14S"
"FT0677",167.092771243154,163.949798583984,1836991.65312412,"C7H10N4O; C7H18S2"
"FT0679",168.029144287109,682.417114257812,40674613.8234052,"C7H5NO4"
"FT0681",168.050587776813,404.446105957031,9560149.01568498,"C4H9NO6; C5H13NOS2; C5H5N5O2"
"FT0682",168.069069505947,413.270141601562,3760212.71313251,"C5H13NO3S; C7H10N3P; C11H7N2"
"FT0683",168.088064825686,253.585952758789,1214764.85815561,"C6H9N5O"
"FT0684",168.096191146631,159.463073730469,2209506.73894095,"C10H15S"
"FT0687",169.058363308564,596.119506835938,332034.522260618,"C3H4N8O; C5H6N5O2"
"FT0688",169.060819938473,425.15998840332,533838.49270833,"C7H8N2O3"
"FT0689",170.00967830822,543.815734863281,4840996.5712404,"C7H7NS2"
"FT0690",170.011759336541,698.548736572266,1854768.05127323,"C3H7NO5S; C5H4N3O2P; C4H11NS3"
"FT0691",170.048182597457,386.218154907227,2755522.96371554,"C4H11NO4S; C6H8N3OP"
"FT0692",170.06842656124,933.503112792969,11593751.8653755,"C7H9N2O3; C3H12N3O3P"
"FT0693",170.078085838273,198.872665405273,297339.255250174,"C4H7N7O"
"FT0694",170.117645443579,396.837051391602,13960346.4244974,"C9H15NO2"
"FT0695",170.117592791683,173.083602905273,12486600.0730736,"C9H15NO2"
"FT0696",170.140026670418,558.605041503906,256223.621751103,"C7H15N5"
"FT0697",170.570125178716,931.540161132812,1555021.3232153,""
"FT0698",171.065248483449,136.624816894531,4355892.06977988,"C8H10O4"
"FT0699",171.076460730523,595.981262207031,1268874.25756341,"C7H10N2O3"
"FT0700",171.084409203087,193.51823425293,36904536.8583094,"C9H14OS"
"FT0701",171.11284979597,137.41512298584,21894684.2253089,"C8H14N2O2"
"FT0702",171.149226161937,105.868598937988,3715611.55328284,"C9H18N2O"
"FT0703",172.060420613742,636.506652832031,1189539.7890754,"C7H9NO4; CH10N5O3P"
"FT0704",172.071813367195,440.660003662109,750863.560821742,"C6H9N3O3"
"FT0706",172.090779119852,197.793701171875,931378.833052434,"C7H13N3S"
"FT0707",172.096807551851,616.725280761719,976010.315975639,"C8H13NO3"
"FT0708",172.133268808157,113.563056945801,6731553.54434534,"C9H17NO2"
"FT0709",173.021053518768,691.436645507812,788283.767576115,"C3H9O6P; C6N6O; C4H13OPS2"
"FT0710",173.03076611314,696.649780273438,896970.149248943,"C4H4N4O4; C4H12O3S2; C6H9N2PS"
"FT0711",173.080910476369,224.309234619141,2298517.25512754,"C8H12O4"
"FT0712",173.092194610542,413.382354736328,12059827.4079503,"C7H12N2O3"
"FT0713",173.100115608064,188.330421447754,525857.494312757,"C2H8N10; C9H16OS"
"FT0714",174.022036184222,271.174072265625,8462504.85380565,"C6H7NO3S"
"FT0715",174.038745350526,401.696380615234,44290105.7011093,"C6H7NO5"
"FT0716",174.087383227168,536.6767578125,2891920.51916018,"C6H11N3O3"
"FT0718",174.136567633512,264.335561480469,2107902.83041569,"C8H17N2O2"
"FT0719",174.149067926423,116.894618988037,307483.301975835,"C9H19NO2"
"FT0720",175.025321571092,269.519226074219,600317.690668669,"C7H2N4O2; C7H10OS2"
"FT0722",175.039285341269,166.674880981445,1463471.60768473,"C10H6O3; C3H6N6OS"
"FT0724",175.071490370342,637.911743164062,1147879.52085284,"C6H10N2O4; C8H15PS"
"FT0725",175.082667143029,663.171752929688,366309.148355232,"C5H10N4O3"
"FT0727",175.107780996095,548.52197265625,1194146.5835908,"C7H14N2O3"
"FT0728",175.119078886491,1002.84259033203,42631176.7614434,"C6H14N4O2"
"FT0729",175.179171244946,117.426376342773,768862.128359526,""
"FT0730",176.017811807534,269.969100952148,426939.407621945,""
"FT0731",176.035296042638,264.454879760742,928245.005109123,"C9H5NO3"
"FT0732",176.055372362489,666.142303466797,15855960.2179171,"C6H9NO5; C7H13NS2"
"FT0733",176.070637720633,139.167877197266,506121.961103962,"C10H9NO2; C3H9N7S"
"FT0734",176.091815562147,575.385070800781,18990502.4663751,"C7H13NO4"
"FT0735",176.091828022378,400.718765258789,2476944.72916187,"C7H13NO4"
"FT0736",176.091807198238,370.8623046875,2746802.92521733,"C7H13NO4"
"FT0737",176.091800854045,247.434631347656,824231.454959599,"C7H13NO4"
"FT0738",176.1031139249,642.533813476562,4528261.34926045,"C6H13N3O3"
"FT0741",176.128227998225,379.887832641602,5107195.74056361,"C8H17NO3"
"FT0742",176.128235844574,448.707946777344,3912546.52747783,"C8H17NO3"
"FT0743",176.128185224476,539.706970214844,20206015.1318796,"C8H17NO3"
"FT0744",176.139452544034,344.740890502929,4779315.65336217,"C7H17N3O2"
"FT0745",177.036152422035,401.586669921875,15818431.7035547,"C4H9N4PS; C2H4N6O4; C10H8OS"
"FT0746",177.043553174353,539.445495605469,28579135.3020769,"C4H8N4O2S"
"FT0747",177.050952206356,690.503570556641,911469.600154738,"C5H8N2O5; C6H12N2S2; C6H4N6O"
"FT0748",177.058218909815,464.357360839844,1850086.26945289,"C7H12O3S; C9H9N2P; C7H14OP2"
"FT0751",177.106412930382,641.387023925781,365512.990510605,"C7H16N2OS"
"FT0753",178.107463612451,437.910781860352,4026275.19529076,"C7H15NO4"
"FT0754",178.107504404738,463.259613037109,2416158.70861124,"C7H15NO4"
"FT0755",179.004844667723,331.417114257812,158476802.547982,"C2H2N4O6; C12H3P; C3H6N4OS2"
"FT0756",179.024165675324,312.1318359375,881096.219824762,"C5H8NO4S; C3H6N4O3S"
"FT0757",179.027855575067,625.385009765625,336635.848997486,"C8H6N2OS"
"FT0758",179.040639301057,552.437255859375,45383603.319468,"C5H11N2OPS; C3H6N4O5; C9H8NOS"
"FT0760",179.066680908203,687.044494628906,286605.985509152,"C6H14N2S2; C5H10N2O5; C6H6N6O"
"FT0761",179.073715496055,495.267883300781,38288303.6685995,"C7H14O3S"
"FT0762",179.073648840123,566.838928222656,102714897.799857,"C7H14O3S"
"FT0763",179.073785525112,934.867431640625,1798966.16330241,"C7H14O3S; C9H11N2P; C13H8N"
"FT0764",180.008228865281,331.411743164062,19843637.7398246,"C3H5N3O4S"
"FT0765",180.061788645957,625.247650146484,3121368.94592753,"C4H9N3O5; C5H13N3S2; C5H5N7O"
"FT0766",180.073038383215,566.200378417969,732869.692363602,"C4H5N9"
"FT0769",180.086634541392,533.118957519531,20991388.0302853,"C6H13NO5; C7H17NS2"
"FT0770",180.095820554377,247.445459617676,954811.34056816,"C11H15S"
"FT0771",180.101974719421,413.265594482422,23809628.3843232,"C10H13NO2"
"FT0772",180.105316162109,558.549987792969,125521.090908348,"C7H17NO2S; C11H16P"
"FT0773",180.174741651395,112.887828826904,291960.537829144,"C12H21N"
"FT0774",181.011492651315,331.335754394531,840780101.791768,"C2H5N4O4P; C4N6O3"
"FT0775",181.026094691618,139.530632019043,1191506.359941,"C5H9O5P; C8N6; C6H13PS2"
"FT0777",181.030902067649,767.442718505859,48555546.9000998,"C7H6N3OS; C9H8O2S"
"FT0778",181.030947976144,1169.24792480468,44492740.8717021,"C7H6N3OS; C9H8O2S"
"FT0779",181.030867340681,141.544830322266,5269558.99627854,"C7H6N3OS; C9H8O2S"
"FT0780",181.030853271484,1217.08190917969,41886347.958842,"C7H6N3OS; C9H8O2S"
"FT0783",181.102002436719,247.703132629395,8124582.27366409,"C6H18N2P2; C14H12"
"FT0786",181.127414069803,448.039764404297,5339999.00951098,"C8H22P2"
"FT0788",182.032948759435,576.463195800781,143138338.214093,"C3H8N3O4P; C8HN6; C7H5N2O4"
"FT0789",182.059575376358,495.298370361328,920286.209332941,"C4H11N3O3S; C12H7NO; C6H8N5P"
"FT0790",182.059583246401,624.182612285156,492560.379051234,"C4H11N3O3S; C12H7NO; C6H8N5P"
"FT0791",182.067322796336,329.478363037109,5161204.79553708,"C6H7N5O2; C6H15NOS2"
"FT0792",182.081303519674,492.588897705078,7223598.67010853,"C9H11NO3"
"FT0793",182.094081598047,468.538360595703,1078576.70502355,"C6H16NO3P; C10H13O3"
"FT0794",182.103726608045,290.581573486328,1305641.54642669,"C7H11N5O"
"FT0795",182.117711494786,140.271469116211,15951271.2789361,"C10H15NO2"
"FT0797",183.033913605575,578.347503662109,7768782.1095822,"C6H6N4OS"
"FT0798",183.076486857193,339.310974121094,1344843.2517179,"C8H10N2O3"
"FT0799",183.084560480336,479.103439331055,739947.75239136,"C3H6N10; C10H14OS"
"FT0801",183.983490456947,543.006591796875,6379546.24659188,"C4H2N5PS; C3H6NO4PS"
"FT0803",184.063988061873,324.290573120117,6911960.92974029,"C5H13NO4S"
"FT0804",184.073407295872,671.090454101562,4785830.33540921,"C5H14NO4P; C9H11O4; C10H7N4"
"FT0805",184.169754170307,114.914688110352,7223526.87418408,"C11H21NO"
"FT0806",184.920031191187,1247.34161376953,56428360.2822554,""
"FT0808",185.081072666558,131.779396057129,2441277.29591159,"C9H12O4; C10H8N4"
"FT0809",185.09220544733,393.881912231445,10176848.8436373,"C8H12N2O3"
"FT0810",185.173097078214,113.385810852051,801494.022716392,""
"FT0812",186.061155522378,365.986053466797,1509191.72126017,"C4H11NO7; C5H7N5O3"
"FT0813",186.105999060803,567.398559570312,7652485.27166265,"C8H15N3S"
"FT0814",186.112590400037,386.803894042969,6320373.55723041,"C9H15NO3"
"FT0815",186.112584219916,459.401214599609,4836652.4270906,"C9H15NO3"
"FT0816",186.112615117922,277.711975097656,5614258.90809278,"C9H15NO3"
"FT0817",186.944010010386,1237.93005371094,201182678.551293,""
"FT0818",186.944093156695,1197.81628417969,182152804.755337,""
"FT0819",186.953918269336,449.818786621094,11335052.7835717,"C2H2O8S"
"FT0820",187.107787443123,517.837799072266,614563.497836877,"C8H14N2O3"
"FT0821",187.10778084534,457.958709716797,1463541.02201914,"C8H14N2O3"
"FT0822",187.107799806518,558.755011597656,267185.872296208,"C8H14N2O3"
"FT0823",188.037564437209,151.283744812012,11335877.4461769,"C7H9NO3S; C9H6N3P"
"FT0824",188.037687395199,385.853271484375,697918.837125331,"C7H9NO3S; C9H6N3P"
"FT0825",188.037685451812,231.544204711914,889851.656922401,"C7H9NO3S; C9H6N3P"
"FT0826",188.070737665967,371.194274902344,1933255.61885901,"C11H9NO2; C4H9N7S"
"FT0827",188.091833532314,287.679809570312,1705914.06588744,"C8H13NO4"
"FT0828",188.128165857514,172.098815917969,10505206.4276631,"C9H17NO3"
"FT0829",188.957734839624,136.813285827637,6389223.61319786,""
"FT0830",189.018011249802,584.306396484375,553111.13000685,"C10H4O4; C4H5N4O3P; C3H4N6O2S"
"FT0831",189.07579111826,522.290191650391,1410285.74535502,"C8H12O5; C9H16S2"
"FT0832",189.095159760507,193.742599487305,164727.090122711,"C2H8N10O; C9H18P2; C9H16O2S"
"FT0833",189.098325503159,440.008514404296,927680.272927376,"C6H12N4O3"
"FT0834",189.123438625261,416.889663696289,2656875.8769315,"C8H16N2O3"
"FT0835",189.123332673146,444.472351074219,23908258.3926826,"C8H16N2O3"
"FT0836",189.123403741231,617.132537841797,673868.64910676,"C8H16N2O3"
"FT0837",189.159812322798,845.510681152344,38951968.0179793,"C9H20N2O2"
"FT0838",190.01268319765,401.332153320312,3239576.60372453,"C9H3NO4"
"FT0839",190.032199574519,112.464820861816,395665.141073584,"C10H7NOS; C2H3N7O4"
"FT0840",190.071034488345,637.945343017578,5557425.08015924,"C7H11NO5; C8H15NS2"
"FT0841",190.086288479281,125.624965667724,349486.483483786,"C11H11NO2; C4H11N7S"
"FT0842",190.107490539863,579.196350097656,5307472.09935746,"C8H15NO4"
"FT0843",190.107410465922,543.867919921875,3714312.84701387,"C8H15NO4"
"FT0845",190.143901612343,469.44157409668,1141361.57698133,"C9H19NO3"
"FT0846",190.143779056975,415.073669433594,677583.410466127,"C9H19NO3"
"FT0847",190.163040530064,841.544097900391,6930677.68494188,"C10H23NS"
"FT0848",190.957367464352,136.97038269043,5977939.04894409,"C4H2N2O3S2"
"FT0849",191.073826605721,425.310546875,2423389.78450927,"C8H14O3S; C10H11N2P; C14H8N"
"FT0850",191.073815493329,497.073638916016,1985997.28722281,"C8H14O3S; C10H11N2P; C14H8N"
"FT0851",191.073735238854,547.573181152344,1669751.18797728,"C8H14O3S; C10H11N2P; C14H8N"
"FT0853",191.08934525674,403.367858886719,434762.757804282,"C12H14S; C4H10N6O3"
"FT0854",191.091632781809,574.265747070312,715953.136483395,"C8H14O5; C9H18S2"
"FT0855",191.117858264791,123.405197143555,301699.473584151,"C11H14N2O; C5H15N6P"
"FT0856",192.046519501851,575.561309814453,159850.381541851,"C4H10N5PS; C2H5N7O4"
"FT0857",192.068959963701,590.608215332031,750552.1182058,"C7H13NO3S; C9H10N3P; C13H7N2"
"FT0858",192.086727709779,574.057312011719,474072.076650135,"C7H13NO5; C8H17NS2"
"FT0859",192.123065465863,545.741546630859,4522698.5341104,"C8H17NO4"
"FT0860",192.123131691796,273.649444580078,3236445.31576026,"C8H17NO4"
"FT0861",192.159567571594,119.170631408691,533074.850462599,"C9H21NO3"
"FT0862",192.888212739321,182.630195617676,1952601.12680571,""
"FT0863",193.010166592481,401.696380615234,1116754.86535284,"C5H8N2O2S2; C6H11OP3; C4H4N2O7"
"FT0864",193.053080483798,580.5693359375,44352992.3259595,"C7H12O4S"
"FT0865",193.089381404279,457.483322143554,95351087.7637389,"C10H13N2P"
"FT0866",193.089550201605,494.718551635743,23824325.5938566,"C8H16O3S"
"FT0867",193.154840144555,338.429122365234,11744826.9069926,"C8H20N2O3"
"FT0868",194.009763287686,567.060699462891,48997041.2691298,"C9H7NS2"
"FT0869",194.009764051617,551.92626953125,82962304.3369985,"C9H7NS2"
"FT0871",194.067396835326,204.062820434571,1135373.46863176,"C7H7N5O2; C7H15NOS2"
"FT0872",194.077497588745,577.937574,751586.996720897,"C5H11N3O5; C6H15N3S2; C6H7N7O"
"FT0874",194.092733857204,458.230484008789,2192874.02423347,"C9H11N3O2; C11H13O3"
"FT0875",194.154110956547,116.184524536133,673486.229416712,"C12H19NO"
"FT0876",194.886409109208,186.972259521484,2312115.09295515,""
