"feature","mz","rt","into","file_name","M_area","BMIS","BMISed_area"
"FT368",218.9747,790.4,557649.3,"190715_Smp_FK180310S77C1-DCM_B.mzML",26028042,"Glycine betaine, 13C5, 15N",27474150.0137753
"FT368",218.9746,805.9872,39076989,"190715_Smp_FK180310S77C1-DCM_C.mzML",51515679,"Glycine betaine, 13C5, 15N",34897296.0309155
"FT368",218.9747,795.1404,41760875,"190715_Smp_FK180310S80C1-25m_A.mzML",54944208,"Glycine betaine, 13C5, 15N",39952383.1763748
"FT368",218.9747,773.2175,30738.36,"190715_Smp_FK180310S80C1-25m_B.mzML",28323423,"Glycine betaine, 13C5, 15N",27484888.5433318
"FT368",218.9747,785.7934,3672360,"190715_Smp_FK180310S80C1-DCM_A.mzML",40099420,"Glycine betaine, 13C5, 15N",43470302.6175992
"FT368",218.9747,775.8461,21488410,"190715_Smp_FK180310S80C1-DCM_B.mzML",50109674,"Glycine betaine, 13C5, 15N",35308780.9808997
"FT368",218.9747,774.6548,41714.25,"190715_Smp_FK180310S80C1-DCM_C.mzML",40901414,"Glycine betaine, 13C5, 15N",42835308.9867068
"FT368",218.9746,781.4969,306647.3,"190715_Std_4uMStdsMix1InH2O_1.mzML",1083365,"Glycine betaine, 13C5, 15N",NA
"FT368",218.9746,805.796,55594.9,"190715_Std_4uMStdsMix1InH2O_2.mzML",692680.4,"Glycine betaine, 13C5, 15N",NA
"FT368",218.9746,786.1212,31701065,"190715_Std_4uMStdsMix1InMatrix_1.mzML",31902465,"Glycine betaine, 13C5, 15N",56985934.4976068
"FT368",218.9747,785.2745,27231192,"190715_Std_4uMStdsMix1InMatrix_2.mzML",28072088,"Glycine betaine, 13C5, 15N",54404474.3117109
"FT368",218.9747,829.0754,244740.6,"190715_Std_4uMStdsMix2InH2O_1.mzML",929600.5,"Glycine betaine, 13C5, 15N",NA
