"mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample"
123.114658343823,123.114631652832,123.114685058594,497.069574,473.373732,532.489464,71041256.7388206,71041197.6230886,4392375,86,1
194.117614158623,194.117568969727,194.117721557617,491.59923,477.039336,513.418464,7770170.40796815,6412212.80288465,348170.1875,33,1
122.108447821607,122.108413696289,122.108474731445,497.069574,477.949566,528.86148,16642614.2226138,16642564.2198411,1058662.375,81,1
225.982411526074,225.982360839844,225.982467651367,498.88356,477.949566,560.892774,48667791.2103881,48625403.3150355,1643838.125,67,1
227.980294565367,227.980239868164,227.980361938477,498.88356,477.949566,561.824262,54269663.725915,54242941.0202646,1845647.75,69,1
77.1096768204193,77.1096572875977,77.1096954345703,497.069574,478.857444,514.322328,5971640.49515213,5971605.03026813,395387.9375,65,1
186.953830422819,186.95378112793,186.953872680664,498.88356,478.857444,546.190746,30717967.9409769,30653342.8082431,1065270.625,65,1
184.955938626847,184.95588684082,184.955978393555,497.977692,479.764188,557.2278,28261027.082467,28242144.6470995,1004742.25,74,1
117.07416425478,117.074005126953,117.074249267578,495.22746,480.673806,514.322328,1617787.14092446,1580233.54446844,107740.9453125,33,1
204.96444090336,204.964385986328,204.964508056641,497.977692,480.673806,544.332636,10048872.878726,10030804.0285323,355144.625,48,1
202.966488426036,202.966445922852,202.966552734375,498.88356,482.490048,537.956052,9112328.64201557,9053634.52509457,321270.53125,52,1
76.1034087829004,76.1033782958984,76.1034469604492,497.977692,484.304034,513.418464,1446457.59899426,1438990.28316973,116985.8515625,33,1
283.906440056558,283.906280517578,283.906585693359,498.88356,485.21565,530.673978,4194825.68730527,4138166.18726847,237330.3125,35,1
143.081505193545,143.081466674805,143.08154296875,518.875806,487.971888,548.937978,21613851.9936082,20734688.0622682,1478187.875,67,1
148.105800792522,148.105743408203,148.105819702148,524.306148,487.971888,595.857168,274620267.071896,274407476.785103,9899851,106,1
147.099608786212,147.099563598633,147.099639892578,521.590914,489.78675,568.251102,21597084.4161727,21576208.6479343,806815.125,79,1
165.132432646491,165.132369995117,165.132476806641,524.306148,492.505734,571.932444,59203400.6860346,59149248.7729294,2233850.25,97,1
239.021318175471,239.021179199219,239.021377563477,522.497532,496.163958,547.105236,12929173.4277735,12460048.7813913,424989.375,37,1
149.109244221083,149.10920715332,149.109283447266,524.306148,496.163958,564.56637,28432556.3183997,28380289.6897045,1092406.375,118,1
181.030804800045,181.030731201172,181.030838012695,523.403016,496.163958,566.421738,81340916.488015,69466608.9932567,2202775.75,64,1
146.980309412356,146.980270385742,146.980346679688,517.97193,497.069574,540.687402,15637994.7503728,14926992.3325168,614477,31,1
132.101975493711,132.101943969727,132.102005004883,522.497532,497.977692,549.852216,24306671.1887411,22110936.7853031,1169934.625,74,1
139.017874376029,139.017837524414,139.01789855957,527.049252,497.977692,559.976778,60342200.6576745,56143794.8177591,1387216.875,30,1
164.126129543669,164.126052856445,164.126266479492,521.590914,500.696922,553.53582,3984827.65669501,3969293.7508426,173451.90625,44,1
166.135553580359,166.135360717773,166.135772705078,524.306148,501.602796,554.451684,5343658.26994117,5291532.16109272,234269.8125,66,1
144.084802855071,144.084655761719,144.0849609375,518.875806,506.166012,537.04605,1240078.04618012,1231468.54582189,85594.5390625,61,1
162.112435749857,162.112380981445,162.112503051758,537.956052,515.227704,570.07596,8828085.48985742,8795306.38419186,455791.09375,70,1
135.047442147587,135.047409057617,135.047470092773,538.863672,515.227704,573.756192,54060066.1992668,54060008.5852864,3129431.75,102,1
198.996966095558,198.996887207031,198.997024536133,536.138688,519.7803,595.857168,16747812.2886047,16517094.8335369,468434.78125,59,1
136.050780800033,136.050720214844,136.050872802734,538.863672,522.497532,564.56637,2936307.58409827,2936266.42980023,185285.21875,33,1
179.073680853585,179.07356262207,179.073776245117,539.773164,524.306148,560.892774,2339097.72015405,2339062.0481937,149925.875,28,1
146.117536098556,146.117492675781,146.117584228516,547.105236,524.306148,570.989958,5536535.2399564,5493729.53061989,268609.59375,47,1
137.043227233373,137.04313659668,137.04328918457,539.773164,527.049252,561.824262,2221665.60971997,2221631.74984181,158174.046875,41,1
129.06597885181,129.06591796875,129.066024780273,546.190746,530.673978,579.2559,5503370.26986135,5350979.27117161,329698.875,63,1
236.149198415724,236.149108886719,236.149383544922,559.060914,540.687402,579.2559,4017888.66332464,3369127.24730274,259042.375,40,1
74.0970622220049,74.0970458984375,74.0970840454102,557.2278,542.511774,570.07596,33653342.6661885,13169746.0525731,2157098.5,56,1
116.118458680512,116.118408203125,116.118499755859,567.334104,546.190746,589.478712,3836254.06054084,3836210.77257484,228480.140625,41,1
186.160112731173,186.160034179688,186.160278320312,581.078262,571.932444,590.391702,2345713.39925892,2198420.27634983,287716.84375,26,1
104.107354036965,104.107315063477,104.107406616211,582.017136,572.844822,594.94242,10069842.2765894,10048670.7223046,1656120.5,58,1
122.071449306981,122.071380615234,122.071571350098,582.932742,573.756192,596.944782,1812693.09330696,1102591.76114546,175769.953125,32,1
269.125065145739,269.124969482422,269.125305175781,582.932742,573.756192,596.944782,3886180.7917991,3876683.16873391,460632.28125,64,1
444.05648469398,444.056243896484,444.056671142578,596.944782,578.344404,614.34528,36564469.2396099,36564433.2387339,1503113.625,28,1
499.05669545263,499.056457519531,499.057006835938,595.857168,578.344404,614.34528,24707947.8358993,24707911.8350233,1125569.625,32,1
252.144018154104,252.143859863281,252.144378662109,598.770774,587.657094,621.69498,2365571.14526048,2255847.74888721,163771.640625,39,1
103.086954188471,103.086891174316,103.086990356445,600.5949,592.21068,609.77508,1433498.03827402,1157369.40135685,217522.65625,26,1
117.990695399796,117.990646362305,117.99080657959,611.60604,594.94242,628.04382,4341798.06773871,4314717.38489283,290226.375,29,1
143.003640788608,143.003616333008,143.003677368164,611.60604,594.94242,647.30304,33484412.290041,32669229.0592195,1795495.375,36,1
179.073648682015,179.07356262207,179.07373046875,607.94886,595.857168,626.23722,3294114.3956851,3294084.93624074,256191.453125,52,1
198.996999434201,198.996917724609,198.997085571289,615.25254,595.857168,639.06078,9612057.71288758,9481034.60859291,831496.5625,48,1
245.113143618286,245.112930297852,245.113357543945,608.8632,596.944782,625.30596,1249996.80427766,1249969.35797637,88521.390625,28,1
161.014205101976,161.01416015625,161.014236450195,610.6908,596.944782,637.25664,10041757.0093543,9986043.86618851,564145.5625,28,1
99.9802975353941,99.9802627563477,99.9803619384766,611.60604,597.8589,624.4032,7124712.70024834,6996458.12990901,536852,27,1
184.030180232542,184.030075073242,184.030242919922,611.60604,598.770774,635.35152,37328577.3790422,36249897.658672,2053747.375,28,1
200.994226974062,200.994110107422,200.994384765625,615.25254,598.770774,642.67458,5441579.52496911,5374473.95195028,511376.34375,32,1
132.076824310802,132.076736450195,132.076873779297,613.43466,601.50486,639.96438,4637982.96236786,4449426.3598866,313558.6875,71,1
214.974546193438,214.974273681641,214.974853515625,616.1883,603.32688,627.13998,1868623.36274517,1794859.22630249,172804.90625,39,1
101.977409351488,101.97730255127,101.977470397949,612.51882,603.32688,630.7518,2275201.79843349,2250964.55535678,186561.984375,28,1
256.987327283851,256.986877441406,256.987640380859,615.25254,605.14896,623.49996,812973.372246831,807380.622337327,117758.2109375,28,1
90.0554656245917,90.055419921875,90.0555038452148,618.00048,605.14896,627.13998,2030893.95865998,1798006.04222187,159037,26,1
93.0742675576627,93.0742340087891,93.0742950439453,618.00048,606.09222,647.30304,14648768.6456272,14648728.3506032,1249542.625,71,1
244.984033606274,244.98371887207,244.984298706055,615.25254,607.03422,623.49996,591004.419904222,590988.868927556,67062.140625,27,1
111.068633093056,111.068603515625,111.068664550781,623.49996,608.8632,668.14146,9174681.2250375,8909902.19869107,461781.46875,61,1
157.073833187413,157.073806762695,157.073883056641,624.4032,608.8632,670.85478,27121749.2153194,26788125.2959836,1307990,45,1
197.096353669611,197.096130371094,197.096542358398,618.90378,609.77508,629.84754,1379568.16867682,1379549.00860137,129974.25,32,1
258.11011014624,258.110015869141,258.110260009766,620.71176,609.77508,639.96438,5473362.53476927,5473333.26029654,505444.90625,40,1
193.052978453762,193.052856445312,193.053085327148,627.13998,615.25254,650.91918,3870641.29341018,3870606.54129941,292609.4375,39,1
130.047137799759,130.047058105469,130.047302246094,640.8705,628.04382,663.59586,2130985.32677985,2130950.68633062,125933.0234375,39,1
62.0607508024681,62.060733795166,62.0607681274414,663.59586,631.73418,685.3512,294425018.828323,113282815.392957,7307866,34,1
372.190145059825,372.190032958984,372.190307617188,648.20982,635.35152,672.66138,9420818.70595334,9087675.4822634,762765.375,59,1
147.076384206485,147.076354980469,147.076431274414,651.82128,635.35152,679.92546,14496869.9289008,14471550.384538,973794.625,58,1
130.049891369293,130.049850463867,130.049926757812,651.82128,636.28362,679.92546,8757206.42700707,7743315.58759736,561145.4375,51,1
377.1327486274,377.132598876953,377.133026123047,649.11192,637.25664,663.59586,2319127.19169065,2299087.95253508,206940.703125,32,1
209.047739237818,209.047500610352,209.047836303711,649.11192,638.15952,668.14146,2114744.95906022,2107009.34408433,160253.703125,33,1
333.129140455458,333.128601074219,333.129547119141,661.79124,652.72452,677.20848,970494.745988851,970471.168842184,78765.109375,37,1
106.050249794878,106.050201416016,106.050399780273,679.02072,668.14146,698.067,1927521.76160941,1920111.68922791,159436.9375,34,1
353.055398707422,353.055358886719,353.055480957031,688.99692,675.37128,737.08986,16937479.3927537,16490783.1236849,694943.5,54,1
372.190300972766,372.190185546875,372.190490722656,701.67936,688.0938,725.25828,8001936.06540028,7871572.47310142,683983.9375,37,1
148.060459002404,148.060409545898,148.060531616211,701.67936,688.99692,725.25828,5572923.57071286,5562193.9992052,469992.5625,48,1
418.159640153912,418.158935546875,418.160095214844,701.67936,691.70778,716.2071,1898738.25182559,1891483.32503365,175340.4375,42,1
130.049896610152,130.049774169922,130.050003051758,701.67936,691.70778,718.92162,1465433.96327972,1068610.59793873,114871.5859375,26,1
198.039732950438,198.039642333984,198.039794921875,722.54244,713.46474,746.17854,7155570.54501543,6736399.55613375,374101.75,26,1
481.903291793127,481.903106689453,481.903503417969,838.84206,825.32052,878.97024,18094280.5317144,18094227.7913117,829904.25,56,1
318.992017079879,318.991729736328,318.992309570312,837.05394,825.32052,880.78638,8341252.6569122,8341198.10032859,297195.46875,32,1
368.942370840736,368.942230224609,368.942474365234,837.9489,825.32052,881.72748,31287916.3998815,31274657.5121166,1352255.5,55,1
366.909305507315,366.909118652344,366.909393310547,837.9489,825.32052,883.54926,30099121.1020551,30099063.7831392,1165957.25,52,1
494.868542757129,494.868316650391,494.868743896484,837.9489,825.32052,886.28298,35960291.9127901,35960231.8602175,1314871.625,60,1
294.974935408105,294.974792480469,294.975006103516,837.9489,825.32052,888.10398,32246707.2197124,32246645.3461576,1195745.125,68,1
465.925669248711,465.925506591797,465.92578125,838.84206,825.32052,888.10398,202787429.931555,202787368.058,8866073,54,1
133.02777917279,133.027725219727,133.027816772461,838.84206,825.32052,891.85134,316941604.527083,316925344.894307,14277874,67,1
391.958110730403,391.957977294922,391.958190917969,838.84206,825.32052,891.85134,106990470.979767,106990405.360328,4170831.5,48,1
278.96127415016,278.961120605469,278.961334228516,837.9489,825.32052,892.76316,41554722.7372237,41520424.0694778,1305171.75,27,1
350.931683288398,350.931579589844,350.931762695312,838.84206,825.32052,892.76316,110763427.73163,110763361.200377,4289459.5,41,1
367.958504900923,367.958343505859,367.958618164062,838.84206,826.25748,870.60336,16121126.1135378,16080952.6976308,721705.375,45,1
363.015332678957,363.015228271484,363.015411376953,839.73726,826.25748,875.2854,37137285.2772147,37137237.1572192,2036654.875,81,1
697.910398386345,697.909973144531,697.910705566406,838.84206,826.25748,875.2854,20665238.6270458,20665190.5070502,1125350.375,59,1
810.907363905924,810.906982421875,810.90771484375,838.84206,826.25748,875.2854,14936879.2748149,14924069.2526777,796396.9375,50,1
135.023573987056,135.023529052734,135.023620605469,838.84206,826.25748,876.19302,14540176.7997496,14540127.7721285,709496.375,57,1
448.899069175976,448.898864746094,448.899261474609,838.84206,826.25748,878.0634,13587487.6724428,13587436.7753986,607865.9375,44,1
695.913563117368,695.913208007812,695.913696289062,838.84206,826.25748,878.0634,47670149.1768085,47670098.2797643,2493378.5,66,1
392.958890697603,392.958770751953,392.959106445312,838.84206,826.25748,878.97024,17310020.5380766,17295473.8402242,687223.75,52,1
582.91615792839,582.915893554688,582.916381835938,838.84206,826.25748,878.97024,22920911.9068771,22920860.1029578,1147462.5,53,1
293.990846454976,293.99072265625,293.990936279297,837.9489,826.25748,879.87954,13164103.666498,13148454.7998922,489538.28125,38,1
467.922071230441,467.921875,467.922210693359,838.84206,826.25748,879.87954,62055389.9622585,61996814.9978554,2761366.75,73,1
230.995047888683,230.994964599609,230.995101928711,838.84206,826.25748,880.78638,32411939.0951552,32400764.8404949,1572756.625,62,1
248.021583916103,248.021499633789,248.021636962891,838.84206,826.25748,880.78638,111811933.500949,111811879.880864,5540775,50,1
352.927963014596,352.927856445312,352.928131103516,838.84206,826.25748,880.78638,26634019.9145706,26633966.2944856,1095235.375,28,1
466.926225170627,466.925994873047,466.926361083984,838.84206,826.25748,881.72748,33287367.5377129,33287312.9770572,1540754.5,54,1
393.954539476915,393.954284667969,393.954742431641,838.84206,826.25748,882.63978,27340066.2061975,27340010.7332894,1135871.25,48,1
580.919569985942,580.919311523438,580.919799804688,838.84206,826.25748,882.63978,61314254.7034777,61314199.2305696,2932626.25,54,1
252.964409569716,252.964279174805,252.964492797852,837.9489,826.25748,884.46036,18714663.0590274,18714605.7655674,789729.625,41,1
711.891235454304,711.890319824219,711.891906738281,838.84206,827.16276,861.53898,5150529.15277922,5051117.70903644,292267.9375,33,1
594.999244841845,594.998779296875,594.999755859375,838.84206,827.16276,865.14762,5574195.55118818,5574158.47072961,358929.09375,45,1
581.919920448818,581.919555664062,581.920166015625,839.73726,827.16276,866.05314,10852849.1523925,10769112.3408085,540916.25,28,1
707.997227166874,707.996948242188,707.997436523438,839.73726,827.16276,869.69898,16341017.6939904,16340976.0627963,1079565.375,59,1
696.913997254107,696.913696289062,696.914672851562,838.84206,827.16276,870.60336,9370280.54100999,9358227.49956381,528387.4375,46,1
250.017468616789,250.017318725586,250.017562866211,838.84206,827.16276,872.56194,10085584.6441717,10085540.1529753,556105.4375,59,1
478.009463784929,478.009246826172,478.009613037109,839.73726,827.16276,872.56194,26385639.5628532,26385595.0716568,1550530.125,44,1
593.003256567988,593.002990722656,593.00341796875,839.73726,827.16276,872.56194,25213338.8227932,25213294.3315968,1496903.25,61,1
370.938634615962,370.938354492188,370.938934326172,838.84206,827.16276,877.15602,7825377.7037248,7825328.61943317,373245.875,33,1
709.993869429129,709.992919921875,709.994506835938,839.73726,828.06762,858.6633,4217162.64632967,4208614.96498517,320081.25,27,1
822.991099140966,822.989990234375,822.991455078125,838.84206,828.96474,861.53898,6765233.37904055,6749714.40656716,456334.875,35,1
120.972454572345,120.972427368164,120.97248840332,1174.63092,1147.15158,1214.07714,147429337.874672,146074075.807044,4395481.5,45,1
122.006487242561,122.006469726562,122.006500244141,1171.95294,1149.90972,1206.10458,120602644.050788,115511853.052343,4060676.5,49,1
186.944015703477,186.943954467773,186.944076538086,1177.44228,1149.90972,1218.47898,332083846.195735,331562972.001242,9800346,53,1
100.024769563362,100.02473449707,100.024803161621,1160.95266,1152.6942,1181.98302,63953215.5777964,27379626.4724142,3446305.75,27,1
96.9577452911494,96.9577255249023,96.9577713012695,1171.02456,1155.44694,1208.7576,24593838.9251444,23293144.3303277,819588.6875,41,1
358.879982509286,358.879791259766,358.880157470703,1183.75074,1158.19818,1214.07714,158207469.662928,158177156.295733,4869388,29,1
62.9824371815516,62.9824142456055,62.9824600219727,1246.6692,1232.58702,1291.8804,2214681194.22319,2214027104.58749,51085660,29,1
